Id	Description	AddHpMax	AddEpMax	AddAd	AddADp	AddMDp	AddCri	AddPow	AddBackHitPow	AddCrackPow	AddHpRecover	AddEpRecover	AddSpd	AddFireDam	AddFireErd	AddIceDam	AddIceErd	AddPoisonDam	AddPoisonErd	AddWeight	AddRps	AddAttackRange
5047		211000	10000	29600	0	0	10	150	115	115												
5048		220600	10000	30300	0	0	10	150	115	115												
5049		231600	10000	30900	0	0	10	150	115	115												
5050		242800	10000	31600	0	0	10	150	115	115												
5051		254300	10000	32300	0	0	10	150	115	115												
5052		265500	10000	32900	0	0	10	150	115	115												
5053		277000	10000	33500	0	0	10	150	115	115												
5054		288700	10000	34100	0	0	10	150	115	115												
5055		300700	10000	34700	0	0	10	150	115	115												
5056		312900	10000	35300	0	0	10	150	115	115												
5057		325300	10000	35900	0	0	10	150	115	115												
5058		352000	10000	36500	0	0	10	150	115	115												
5059		370900	10000	36900	0	0	10	150	115	115												
5060		379800	10000	37800	0	0	10	150	115	115												
5061		402600	10000	38500	0	0	10	150	115	115												
5062		426000	10000	39300	0	0	10	150	115	115												
5063		450000	10000	40000	0	0	10	150	115	115												
5064		474600	10000	40800	0	0	10	150	115	115												
5065		499900	10000	41600	0	0	10	150	115	115												
5066		525700	10000	42300	0	0	10	150	115	115												
5067		552200	10000	43100	0	0	10	150	115	115												
5068		579300	10000	43800	0	0	10	150	115	115												
5069		625700	10000	44700	0	0	10	150	115	115												
5070		671100	10000	45400	0	0	10	150	115	115												
5071		717600	10000	46100	0	0	10	150	115	115												
5072		765300	10000	46800	0	0	10	150	115	115												
5073		814000	10000	47500	0	0	10	150	115	115												
5074		863900	10000	48200	0	0	10	150	115	115												
5075		914900	10000	48900	0	0	10	150	115	115												
5076		967000	10000	49600	0	0	10	150	115	115												
5077		1023600	10000	50500	0	0	10	150	115	115												
5078		1054800	10000	51900	0	0	10	150	115	115												
5079		1114000	10000	52800	0	0	10	150	115	115												
5080		1174500	10000	53700	0	0	10	150	115	115												
5081		1236400	10000	54500	0	0	10	150	115	115												
5082		1299600	10000	55400	0	0	10	150	115	115												
5083		1364300	10000	56200	0	0	10	150	115	115												
5084		1401500	10000	57700	0	0	10	150	115	115												
5085		1468700	10000	58600	0	0	10	150	115	115												
5086		1537300	10000	59400	0	0	10	150	115	115												
5087		1607300	10000	60300	0	0	10	150	115	115												
5088		1624500	10000	61100	2000	2000	10	150	115	115					2000		2000		2000			
5089		1638700	10000	62600	3000	3000	10	150	115	115					3000		3000		3000			
5090		1679700	10000	63400	4000	4000	10	150	115	115					4000		4000		4000			
5091		1720600	10000	64100	5000	5000	10	150	115	115					5000		5000		5000			
5092		1761300	10000	64900	6000	6000	10	150	115	115					6000		6000		6000			
5093		1801900	10000	65700	7000	7000	10	150	115	115					7000		7000		7000			
5094		1842400	10000	66400	8000	8000	10	150	115	115					8000		8000		8000			
5095		1882800	10000	67200	9000	9000	10	150	115	115					9000		9000		9000			
5096		1923000	10000	67900	10000	10000	10	150	115	115					10000		10000		10000			
5097		1963200	10000	68700	11000	11000	10	150	115	115					11000		11000		11000			
5098		2003200	10000	69500	12000	12000	10	150	115	115					12000		12000		12000			
5099		2043200	10000	70200	13000	13000	10	150	115	115					13000		13000		13000			
5100		2083000	10000	71000	14000	14000	10	150	115	115					14000		14000		14000			
5101		2122800	10000	71700	15000	15000	10	150	115	115					15000		15000		15000			
5102		2162500	10000	72500	16000	16000	10	150	115	115					16000		16000		16000			
5103		2202100	10000	73300	17000	17000	10	150	115	115					17000		17000		17000			
5104		2241600	10000	74000	18000	18000	10	150	115	115					18000		18000		18000			
5105		2236300	10000	74800	19000	19000	10	150	115	115					19000		19000		19000			
5106		2231100	10000	75500	20000	20000	10	150	115	115					20000		20000		20000			
5107		2226100	10000	76300	21000	21000	10	150	115	115					21000		21000		21000			
5108		2221200	10000	77100	22000	22000	10	150	115	115					22000		22000		22000			
5109		2216400	10000	77800	23000	23000	10	150	115	115					23000		23000		23000			
5110		2211800	10000	78600	24000	24000	10	150	115	115					24000		24000		24000			
5111		2207200	10000	79300	25000	25000	10	150	115	115					25000		25000		25000			
5112		2202700	10000	80100	26000	26000	10	150	115	115					26000		26000		26000			
5113		2198400	10000	80900	27000	27000	10	150	115	115					27000		27000		27000			
5114		2194100	10000	81600	28000	28000	10	150	115	115					28000		28000		28000			
5115		2190000	10000	82400	29000	29000	10	150	115	115					29000		29000		29000			
5116		2185900	10000	83100	30000	30000	10	150	115	115					30000		30000		30000			
5117		2181900	10000	83900	31000	31000	10	150	115	115					31000		31000		31000			
5118		2178000	10000	84700	32000	32000	10	150	115	115					32000		32000		32000			
5119		2174200	10000	85400	33000	33000	10	150	115	115					33000		33000		33000			
5120		2170500	10000	86200	34000	34000	10	150	115	115					34000		34000		34000			
5121		2166900	10000	86900	35000	35000	10	150	115	115					35000		35000		35000			
5122		2163300	10000	87700	36000	36000	10	150	115	115					36000		36000		36000			
5123		2159800	10000	88500	37000	37000	10	150	115	115					37000		37000		37000			
5124		2156400	10000	89200	38000	38000	10	150	115	115					38000		38000		38000			
5125		2153000	10000	90000	39000	39000	10	150	115	115					39000		39000		39000			
5126		2149700	10000	90700	40000	40000	10	150	115	115					40000		40000		40000			
5127		2146500	10000	91500	41000	41000	10	150	115	115					41000		41000		41000			
5128		2143300	10000	92300	42000	42000	10	150	115	115					42000		42000		42000			
5129		2140200	10000	93000	43000	43000	10	150	115	115					43000		43000		43000			
5130		2137200	10000	93800	44000	44000	10	150	115	115					44000		44000		44000			
5131		2134200	10000	94500	45000	45000	10	150	115	115					45000		45000		45000			
5132		2131300	10000	95300	46000	46000	10	150	115	115					46000		46000		46000			
5133		2123900	10000	95900	47000	47000	10	150	115	115					47000		47000		47000			
5134		2116700	10000	96400	48000	48000	10	150	115	115					48000		48000		48000			
5135		2123900	10000	97600	49000	49000	10	150	115	115					49000		49000		49000			
5136		2131000	10000	98800	50000	50000	10	150	115	115					50000		50000		50000			
5137		2123900	10000	99400	51000	51000	10	150	115	115					51000		51000		51000			
5138		2117000	10000	99900	52000	52000	10	150	115	115					52000		52000		52000			
5139		2110100	10000	100500	53000	53000	10	150	115	115					53000		53000		53000			
5140		2103400	10000	101000	54000	54000	10	150	115	115					54000		54000		54000			
5141		2096800	10000	101600	55000	55000	10	150	115	115					55000		55000		55000			
5142		2090300	10000	102200	56000	56000	10	150	115	115					56000		56000		56000			
5143		2083900	10000	102700	57000	57000	10	150	115	115					57000		57000		57000			
5144		2077700	10000	103300	58000	58000	10	150	115	115					58000		58000		58000			
5145		2071500	10000	103800	59000	59000	10	150	115	115					59000		59000		59000			
5146		2065400	10000	104400	60000	60000	10	150	115	115					60000		60000		60000			
5147		2076600	10000	105000	60000	60000	10	150	115	115					60000		60000		60000			
5148		2087800	10000	105500	60000	60000	10	150	115	115					60000		60000		60000			
5149		2099000	10000	106100	60000	60000	10	150	115	115					60000		60000		60000			
5150		2110200	10000	106600	60000	60000	10	150	115	115					60000		60000		60000			
5151		2121400	10000	107200	60000	60000	10	150	115	115					60000		60000		60000			
5152		2132600	10000	107800	60000	60000	10	150	115	115					60000		60000		60000			
5153		2143800	10000	108300	60000	60000	10	150	115	115					60000		60000		60000			
5154		2155000	10000	108900	60000	60000	10	150	115	115					60000		60000		60000			
5155		2166200	10000	109400	60000	60000	10	150	115	115					60000		60000		60000			
5156		2177400	10000	110000	60000	60000	10	150	115	115					60000		60000		60000			
5157		2188600	10000	110600	60000	60000	10	150	115	115					60000		60000		60000			
5158		2199800	10000	111100	60000	60000	10	150	115	115					60000		60000		60000			
5159		2211000	10000	111700	60000	60000	10	150	115	115					60000		60000		60000			
5160		2222200	10000	112200	60000	60000	10	150	115	115					60000		60000		60000			
5161		2233400	10000	112800	60000	60000	10	150	115	115					60000		60000		60000			
5162		2244600	10000	113400	60000	60000	10	150	115	115					60000		60000		60000			
5163		2255800	10000	113900	60000	60000	10	150	115	115					60000		60000		60000			
5164		2267000	10000	114500	60000	60000	10	150	115	115					60000		60000		60000			
5165		2278200	10000	115000	60000	60000	10	150	115	115					60000		60000		60000			
5166		2289400	10000	115600	60000	60000	10	150	115	115					60000		60000		60000			
5167		2300600	10000	116200	60000	60000	10	150	115	115					60000		60000		60000			
5168		2311800	10000	116700	60000	60000	10	150	115	115					60000		60000		60000			
5169		2323000	10000	117300	60000	60000	10	150	115	115					60000		60000		60000			
5170		2334200	10000	117800	60000	60000	10	150	115	115					60000		60000		60000			
