ItemId	ItemName	ItemTrueName	ItemCategory	ItemType	Description	CanWear	WearParts	WearLevel	CompoundItemId	Grade	CanUpgrade	CanDeve	ItemSourceScene	ItemSourceDesc	ElementType	AttachedProperty	TalentType	TalentAttributes	ActiveAttributes	Inlay	Weight	ExperienceProvide	UseLogicId	UseResultDesc	UseResultData	UseIconOnLevel	WearNodeAndName	UseModelOnLevel	ActiveBuffOnLevel	AddBuffOnEquiping	AddSkillOnEquiping	ShowInShop	Model	UiModel	MaxStackNum	ConsumeItems	ConsumeMoney	PropertyRank	AddExp	AddMoney	AddBuffer	AddHpMax	AddEpMax	AddAd	AddADp	AddMDp	AddCri	AddPow	AddBackHitPow	AddCrackPow	AddHpRecover	AddEpRecover	AddSpd	AddFireDam	AddFireErd	AddIceDam	AddIceErd	AddPoisonDam	AddPoisonErd	AddWeight	AddRps	AddAttackRange	Introduce	ItemSkillFirst	ItemSkillSecond	ItemSkillThird	NormalIcon	BigIcon	SellingPrice	SellGainGoldProb	SellGainGoldNum	LevelUpAddHpMax	LevelUpAddEpMax	LevelUpAddAd	LevelUpAddADp	LevelUpAddMDp	ShowType
410011	魔石·大将军	UI/GoodsPhoto/99999		材料	用于召唤伙伴[ff0000]耀日大将军[-]，或者升级其技能	FALSE					FALSE	FALSE	2045|2055																						999			1																															1								
410012	魔石·骷髅将军	UI/GoodsPhoto/99999		材料	用于召唤伙伴[ff0000]骷髅将军[-]，或者升级其技能	FALSE					FALSE	FALSE	2052																						999			1																															1								
410013	魔石·萨菲勒	UI/GoodsPhoto/99999		材料	用于召唤伙伴[ff0000]萨菲勒[-]，或者升级其技能	FALSE					FALSE	FALSE	2039|2047																						999			1																															1								
410014	魔石·贝蒂	UI/GoodsPhoto/cike		材料	用于召唤伙伴[ff0000]贝蒂[-]，或者升级其技能	FALSE					FALSE	FALSE	1016																						999			1																															1								
410015	魔石·里斯	UI/GoodsPhoto/G1043		材料	用于召唤伙伴[ff0000]里斯[-]，或者升级其技能	FALSE					FALSE	FALSE		活动奖励																					999			1																															1								
410016	魔石·莱卡翁	UI/GoodsPhoto/G1043		材料	用于召唤伙伴[ff0000]莱卡翁[-]，或者升级其技能	FALSE					FALSE	FALSE		活动奖励																					999			1																															1								
200001	贝币	UI/GoodsPhoto/beibi		精华	流通于海底人鱼世界与陆地海盗社会的货币，可在海盗密尼亚处购买物资	FALSE					FALSE	FALSE		人鱼宝藏活动奖励																					999			5																															1								
200002	橙装碎片2	UI/GoodsPhoto/99999		精华		FALSE					FALSE	FALSE																							999			5																															1								1
200003	橙装碎片3	UI/GoodsPhoto/99999		精华		FALSE					FALSE	FALSE																							999			5																															1								1
200004	橙装碎片4	UI/GoodsPhoto/99999		精华		FALSE					FALSE	FALSE																							999			5																															1								1
200005	橙装碎片5	UI/GoodsPhoto/99999		精华		FALSE					FALSE	FALSE																							999			5																															1								1
200006	橙装碎片6	UI/GoodsPhoto/99999		精华		FALSE					FALSE	FALSE																							999			5																															1								1
200007	荣誉勋章	UI/GoodsPhoto/xunzhang		精华	战士荣耀的象征，可在荣誉军官阿克处兑换荣誉奖励	FALSE					FALSE	FALSE		参与竞技场活动获得																					999			5																															1								
200008	测试兑换	UI/GoodsPhoto/99999		精华		FALSE					FALSE	FALSE																							999			5																															1								
835101	奔雷剑	UI/GoodsPhoto/36101		装备碎片	集齐3个该碎片可以合成一件完整的装备[ff0000]奔雷剑[-]	FALSE			35101		FALSE	FALSE		精英关卡掉落																					999			3																															1								1
835102	风之丝带	UI/GoodsPhoto/36102		装备碎片	集齐3个该碎片可以合成一件完整的装备[ff0000]风之丝带[-]	FALSE			35102		FALSE	FALSE		精英关卡掉落																					999			3																															1								1
835103	风之纱	UI/GoodsPhoto/36103		装备碎片	集齐3个该碎片可以合成一件完整的装备[ff0000]风之纱[-]	FALSE			35103		FALSE	FALSE		精英关卡掉落																					999			3																															1								1
835104	风之鞋	UI/GoodsPhoto/36104		装备碎片	集齐3个该碎片可以合成一件完整的装备[ff0000]风之鞋[-]	FALSE			35104		FALSE	FALSE		精英关卡掉落																					999			3																															1								1
835105	落叶项链	UI/GoodsPhoto/36105		装备碎片	集齐3个该碎片可以合成一件完整的装备[ff0000]落叶项链[-]	FALSE			35105		FALSE	FALSE		精英关卡掉落																					999			3																															1								1
835106	波纹扳指	UI/GoodsPhoto/36106		装备碎片	集齐3个该碎片可以合成一件完整的装备[ff0000]波纹扳指[-]	FALSE			35106		FALSE	FALSE		精英关卡掉落																					999			3																															1								1
835107	霹雳闪电刺	UI/GoodsPhoto/36107		装备碎片	集齐3个该碎片可以合成一件完整的装备[ff0000]霹雳闪电刺[-]	FALSE			35107		FALSE	FALSE		精英关卡掉落																					999			3																															1								1
835108	灵风手套	UI/GoodsPhoto/99999		装备碎片	集齐3个该碎片可以合成一件完整的装备[ff0000]灵风手套[-]	FALSE			35108		FALSE	FALSE		精英关卡掉落																					999			3																															1								1
836101	冰晶剑	UI/GoodsPhoto/36101		装备碎片	集齐3个该碎片可以合成一件完整的装备[ff0000]冰晶剑[-]	FALSE			36101		FALSE	FALSE		精英关卡掉落																					999			3																															1								1
836102	冰花冠	UI/GoodsPhoto/36102		装备碎片	集齐3个该碎片可以合成一件完整的装备[ff0000]冰花冠[-]	FALSE			36102		FALSE	FALSE		精英关卡掉落																					999			3																															1								1
836103	冰晶服	UI/GoodsPhoto/36103		装备碎片	集齐3个该碎片可以合成一件完整的装备[ff0000]冰晶服[-]	FALSE			36103		FALSE	FALSE		精英关卡掉落																					999			3																															1								1
836104	冰晶鞋	UI/GoodsPhoto/36104		装备碎片	集齐3个该碎片可以合成一件完整的装备[ff0000]冰晶鞋[-]	FALSE			36104		FALSE	FALSE		精英关卡掉落																					999			3																															1								1
836105	冰锥项链	UI/GoodsPhoto/36105		装备碎片	集齐3个该碎片可以合成一件完整的装备[ff0000]冰锥项链[-]	FALSE			36105		FALSE	FALSE		精英关卡掉落																					999			3																															1								1
836106	冰花戒指	UI/GoodsPhoto/36106		装备碎片	集齐3个该碎片可以合成一件完整的装备[ff0000]冰花戒指[-]	FALSE			36106		FALSE	FALSE		精英关卡掉落																					999			3																															1								1
836107	冰凰刺	UI/GoodsPhoto/36107		装备碎片	集齐3个该碎片可以合成一件完整的装备[ff0000]冰凰刺[-]	FALSE			36107		FALSE	FALSE		精英关卡掉落																					999			3																															1								1
836108	冰晶拳套	UI/GoodsPhoto/36108		装备碎片	集齐3个该碎片可以合成一件完整的装备[ff0000]冰晶拳套[-]	FALSE			36108		FALSE	FALSE		精英关卡掉落																					999			3																															1								1
843101	炎剑	UI/GoodsPhoto/44101		装备碎片	集齐12个该碎片可以合成一件完整的装备[ff0000]炎剑[-]	FALSE			43101		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
843107	炎刃	UI/GoodsPhoto/44107		装备碎片	集齐12个该碎片可以合成一件完整的装备[ff0000]炎刃[-]	FALSE			43107		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
843108	炎拳	UI/GoodsPhoto/99999		装备碎片	集齐12个该碎片可以合成一件完整的装备[ff0000]炎拳[-]	FALSE			43108		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
844101	洛基·火麟	UI/GoodsPhoto/44101		装备碎片	集齐20个该碎片可以合成一件完整的装备[ff0000]洛基·火麟[-]	FALSE			44101		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
844102	洛基·赤焰	UI/GoodsPhoto/44102		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]洛基·赤焰[-]	FALSE			44102		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
844103	洛基·龙炎	UI/GoodsPhoto/44103		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]洛基·龙炎[-]	FALSE			44103		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
844104	洛基·踏火	UI/GoodsPhoto/44104		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]洛基·踏火[-]	FALSE			44104		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
844105	洛基·火龙	UI/GoodsPhoto/44105		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]洛基·火龙[-]	FALSE			44105		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
844106	洛基·凤尾	UI/GoodsPhoto/44106		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]洛基·凤尾[-]	FALSE			44106		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
844107	洛基·烈焰	UI/GoodsPhoto/44107		装备碎片	集齐20个该碎片可以合成一件完整的装备[ff0000]洛基·烈焰[-]	FALSE			44107		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
844108	洛基·烈火	UI/GoodsPhoto/99999		装备碎片	集齐20个该碎片可以合成一件完整的装备[ff0000]洛基·烈火[-]	FALSE			44108		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
845101	夫雷·王者	UI/GoodsPhoto/45101		装备碎片	集齐20个该碎片可以合成一件完整的装备[ff0000]夫雷·王者[-]	FALSE			45101		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
845102	夫雷·旭日	UI/GoodsPhoto/45102		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]夫雷·旭日[-]	FALSE			45102		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
845103	夫雷·极光	UI/GoodsPhoto/45103		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]夫雷·极光[-]	FALSE			45103		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
845104	夫雷·芒星	UI/GoodsPhoto/45104		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]夫雷·芒星[-]	FALSE			45104		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
845105	夫雷·红日	UI/GoodsPhoto/45105		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]夫雷·红日[-]	FALSE			45105		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
845106	夫雷·日之晶	UI/GoodsPhoto/45106		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]夫雷·日之晶[-]	FALSE			45106		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
845107	夫雷·炫目	UI/GoodsPhoto/45107		装备碎片	集齐20个该碎片可以合成一件完整的装备[ff0000]夫雷·炫目[-]	FALSE			45107		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
845108	夫雷·骄阳	UI/GoodsPhoto/99999		装备碎片	集齐20个该碎片可以合成一件完整的装备[ff0000]夫雷·骄阳[-]	FALSE			45108		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
845201	西芙·海潮	UI/GoodsPhoto/45201		装备碎片	集齐20个该碎片可以合成一件完整的装备[ff0000]西芙·海潮[-]	FALSE			45201		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
845202	西芙·海鱼	UI/GoodsPhoto/45202		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]西芙·海鱼[-]	FALSE			45202		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
845203	西芙·海龙	UI/GoodsPhoto/45203		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]西芙·海龙[-]	FALSE			45203		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
845204	西芙·龙鳞	UI/GoodsPhoto/45204		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]西芙·龙鳞[-]	FALSE			45204		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
845205	西芙·海星	UI/GoodsPhoto/45205		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]西芙·海星[-]	FALSE			45205		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
845206	西芙·小贝	UI/GoodsPhoto/45206		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]西芙·小贝[-]	FALSE			45206		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
845207	西芙·海之沫	UI/GoodsPhoto/45207		装备碎片	集齐20个该碎片可以合成一件完整的装备[ff0000]西芙·海之沫[-]	FALSE			45207		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
845208	西芙·鱼之肌	UI/GoodsPhoto/99999		装备碎片	集齐20个该碎片可以合成一件完整的装备[ff0000]西芙·鱼之肌[-]	FALSE			45208		FALSE	FALSE		精英关卡掉落																					999			4																															1								1
846101	人鱼王·霸主	UI/GoodsPhoto/46101		装备碎片	集齐20个该碎片可以合成一件完整的装备[ff0000]人鱼王·霸主[-]	FALSE			46101		FALSE	FALSE		日常活动掉落或商店购买																					999			4																															1								1
846102	人鱼王·尊者	UI/GoodsPhoto/46102		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]人鱼王·尊者[-]	FALSE			46102		FALSE	FALSE		日常活动掉落或商店购买																					999			4																															1								1
846103	人鱼王·龙威	UI/GoodsPhoto/46103		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]人鱼王·龙威[-]	FALSE			46103		FALSE	FALSE		日常活动掉落或商店购买																					999			4																															1								1
846104	人鱼王·征程	UI/GoodsPhoto/46104		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]人鱼王·征程[-]	FALSE			46104		FALSE	FALSE		日常活动掉落或商店购买																					999			4																															1								1
846105	人鱼王·辉芒	UI/GoodsPhoto/46105		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]人鱼王·辉芒[-]	FALSE			46105		FALSE	FALSE		日常活动掉落或商店购买																					999			4																															1								1
846106	人鱼王·赤眼	UI/GoodsPhoto/46106		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]人鱼王·赤眼[-]	FALSE			46106		FALSE	FALSE		日常活动掉落或商店购买																					999			4																															1								1
846107	人鱼王·半月	UI/GoodsPhoto/46107		装备碎片	集齐20个该碎片可以合成一件完整的装备[ff0000]人鱼王·半月[-]	FALSE			46107		FALSE	FALSE		日常活动掉落或商店购买																					999			4																															1								1
846108	人鱼王·卧龙	UI/GoodsPhoto/99999		装备碎片	集齐20个该碎片可以合成一件完整的装备[ff0000]人鱼王·卧龙[-]	FALSE			46108		FALSE	FALSE		日常活动掉落或商店购买																					999			4																															1								1
846201	奥丁·神力	UI/GoodsPhoto/46201		装备碎片	集齐20个该碎片可以合成一件完整的装备[ff0000]奥丁·神力[-]	FALSE			46201		FALSE	FALSE		日常活动掉落或商店购买																					999			4																															1								1
846202	奥丁·大金	UI/GoodsPhoto/46202		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]奥丁·大金[-]	FALSE			46202		FALSE	FALSE		日常活动掉落或商店购买																					999			4																															1								1
846203	奥丁·天父	UI/GoodsPhoto/46203		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]奥丁·天父[-]	FALSE			46203		FALSE	FALSE		日常活动掉落或商店购买																					999			4																															1								1
846204	奥丁·远征	UI/GoodsPhoto/46204		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]奥丁·远征[-]	FALSE			46204		FALSE	FALSE		日常活动掉落或商店购买																					999			4																															1								1
846205	奥丁·智慧	UI/GoodsPhoto/46205		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]奥丁·智慧[-]	FALSE			46205		FALSE	FALSE		日常活动掉落或商店购买																					999			4																															1								1
846206	奥丁·记忆	UI/GoodsPhoto/46206		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]奥丁·记忆[-]	FALSE			46206		FALSE	FALSE		日常活动掉落或商店购买																					999			4																															1								1
846207	奥丁·削骨	UI/GoodsPhoto/46207		装备碎片	集齐20个该碎片可以合成一件完整的装备[ff0000]奥丁·削骨[-]	FALSE			46207		FALSE	FALSE		日常活动掉落或商店购买																					999			4																															1								1
846208	奥丁·秘法	UI/GoodsPhoto/99999		装备碎片	集齐20个该碎片可以合成一件完整的装备[ff0000]奥丁·秘法[-]	FALSE			46208		FALSE	FALSE		日常活动掉落或商店购买																					999			4																															1								1
854101	爱神·甜心	UI/GoodsPhoto/99999		装备碎片	集齐30个该碎片可以合成一件完整的装备[ff0000]爱神·甜心[-]	FALSE			54101		FALSE	FALSE																							999			4																															1								1
854102	爱神·浓情	UI/GoodsPhoto/99999		装备碎片	集齐22个该碎片可以合成一件完整的装备[ff0000]爱神·浓情[-]	FALSE			54102		FALSE	FALSE																							999			4																															1								1
854103	爱神·蜜意	UI/GoodsPhoto/99999		装备碎片	集齐22个该碎片可以合成一件完整的装备[ff0000]爱神·蜜意[-]	FALSE			54103		FALSE	FALSE																							999			4																															1								1
854104	爱神·情侣	UI/GoodsPhoto/99999		装备碎片	集齐22个该碎片可以合成一件完整的装备[ff0000]爱神·情侣[-]	FALSE			54104		FALSE	FALSE																							999			4																															1								1
854105	爱神·同心	UI/GoodsPhoto/99999		装备碎片	集齐22个该碎片可以合成一件完整的装备[ff0000]爱神·同心[-]	FALSE			54105		FALSE	FALSE																							999			4																															1								1
854106	爱神·玫瑰	UI/GoodsPhoto/99999		装备碎片	集齐22个该碎片可以合成一件完整的装备[ff0000]爱神·玫瑰[-]	FALSE			54106		FALSE	FALSE																							999			4																															1								1
854107	爱神·痴心	UI/GoodsPhoto/99999		装备碎片	集齐30个该碎片可以合成一件完整的装备[ff0000]爱神·痴心[-]	FALSE			54107		FALSE	FALSE																							999			4																															1								1
854108	爱神·暖意	UI/GoodsPhoto/99999		装备碎片	集齐30个该碎片可以合成一件完整的装备[ff0000]爱神·暖意[-]	FALSE			54108		FALSE	FALSE																							999			4																															1								1
855101	月神·寒光	UI/GoodsPhoto/55101		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]月神·寒光[-]	FALSE			55101		FALSE	FALSE																							999			5																															1								1
855102	月神·轻纱	UI/GoodsPhoto/55102		装备碎片	集齐11个该碎片可以合成一件完整的装备[ff0000]月神·轻纱[-]	FALSE			55102		FALSE	FALSE																							999			5																															1								1
855103	月神·幻羽	UI/GoodsPhoto/55103		装备碎片	集齐11个该碎片可以合成一件完整的装备[ff0000]月神·幻羽[-]	FALSE			55103		FALSE	FALSE																							999			5																															1								1
855104	月神·夜影	UI/GoodsPhoto/55104		装备碎片	集齐11个该碎片可以合成一件完整的装备[ff0000]月神·夜影[-]	FALSE			55104		FALSE	FALSE																							999			5																															1								1
855105	月神·月牙	UI/GoodsPhoto/55105		装备碎片	集齐11个该碎片可以合成一件完整的装备[ff0000]月神·月牙[-]	FALSE			55105		FALSE	FALSE																							999			5																															1								1
855106	月神·流星	UI/GoodsPhoto/55106		装备碎片	集齐11个该碎片可以合成一件完整的装备[ff0000]月神·流星[-]	FALSE			55106		FALSE	FALSE																							999			5																															1								1
855107	月神·狩猎	UI/GoodsPhoto/55107		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]月神·狩猎[-]	FALSE			55107		FALSE	FALSE																							999			5																															1								1
855108	月神·倩影	UI/GoodsPhoto/99999		装备碎片	集齐15个该碎片可以合成一件完整的装备[ff0000]月神·倩影[-]	FALSE			55108		FALSE	FALSE																							999			5																															1								1
855201	死神·嗜血	UI/GoodsPhoto/55201		装备碎片	集齐30个该碎片可以合成一件完整的装备[ff0000]死神·嗜血[-]	FALSE			55201		FALSE	FALSE																							999			5																															1								1
855202	死神·幽灵	UI/GoodsPhoto/99999		装备碎片	集齐22个该碎片可以合成一件完整的装备[ff0000]死神·幽灵[-]	FALSE			55202		FALSE	FALSE																							999			5																															1								1
855203	死神·魔星	UI/GoodsPhoto/99999		装备碎片	集齐22个该碎片可以合成一件完整的装备[ff0000]死神·魔星[-]	FALSE			55203		FALSE	FALSE																							999			5																															1								1
855204	死神·蚀骨	UI/GoodsPhoto/99999		装备碎片	集齐22个该碎片可以合成一件完整的装备[ff0000]死神·蚀骨[-]	FALSE			55204		FALSE	FALSE																							999			5																															1								1
855205	死神·黑心	UI/GoodsPhoto/99999		装备碎片	集齐22个该碎片可以合成一件完整的装备[ff0000]死神·黑心[-]	FALSE			55205		FALSE	FALSE																							999			5																															1								1
855206	死神·毒蛇	UI/GoodsPhoto/99999		装备碎片	集齐22个该碎片可以合成一件完整的装备[ff0000]死神·毒蛇[-]	FALSE			55206		FALSE	FALSE																							999			5																															1								1
855207	死神·夺命	UI/GoodsPhoto/99999		装备碎片	集齐30个该碎片可以合成一件完整的装备[ff0000]死神·夺命[-]	FALSE			55207		FALSE	FALSE																							999			5																															1								1
855208	死神·幽冥	UI/GoodsPhoto/99999		装备碎片	集齐30个该碎片可以合成一件完整的装备[ff0000]死神·幽冥[-]	FALSE			55208		FALSE	FALSE																							999			5																															1								1
916011	旋风斩符石	UI/GoodsPhoto/916011		技能符石		FALSE					FALSE	FALSE																							999			2																															1								
916021	风轮斩符石	UI/GoodsPhoto/916021		技能符石		FALSE					FALSE	FALSE																							999			2																															1								
916031	闪身符石	UI/GoodsPhoto/916031		技能符石		FALSE					FALSE	FALSE																							999			2																															1								
916041	巨力挑空符石	UI/GoodsPhoto/916041		技能符石		FALSE					FALSE	FALSE																							999			2																															1								
916051	巨剑冲击符石	UI/GoodsPhoto/916051		技能符石		FALSE					FALSE	FALSE																							999			2																															1								
916061	剑拖曳符石	UI/GoodsPhoto/916061		技能符石		FALSE					FALSE	FALSE																							999			2																															1								
916071	疯狂连斩符石	UI/GoodsPhoto/916071		技能符石		FALSE					FALSE	FALSE																							999			2																															1								
916081	剑冲符石	UI/GoodsPhoto/916081		技能符石		FALSE					FALSE	FALSE																							999			2																															1								
916091	挑空杀符石	UI/GoodsPhoto/916091		技能符石		FALSE					FALSE	FALSE																							999			2																															1								
700001	测试翅膀1	UI/GoodsPhoto/55238		翅膀	传说中有毁天灭地的力量	TRUE	7				TRUE	TRUE			1	54001|54002|54003|54004|54005|54006|54007|54008|54009|54010|54011|54012|54013|54014|54015											ef_backweapon01@ef_wing						Hero/Public/test_wing_01		1			5						7200																									500					864			
700002	测试翅膀2	UI/GoodsPhoto/55238		翅膀	传说中有毁天灭地的力量	TRUE	7				TRUE	TRUE			1	54001|54002|54003|54004|54005|54006|54007|54008|54009|54010|54011|54012|54013|54014|54015											ef_backweapon01@ef_wing						Hero/Public/test_wing_02		1			5						7200																									500					864			
