Id	LinkId	FightingScore	MonsterType	AttributeId
157	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	80240	0	157|157|157|157|157|157|157|157|157|157|1157|1157|1157|1157|1157|1157|1157|1157|1157|1157|2157|2157|2157|2157|2157|2157|2157|2157|2157|2157
158	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	80670	0	158|158|158|158|158|158|158|158|158|158|1158|1158|1158|1158|1158|1158|1158|1158|1158|1158|2158|2158|2158|2158|2158|2158|2158|2158|2158|2158
159	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	81100	0	159|159|159|159|159|159|159|159|159|159|1159|1159|1159|1159|1159|1159|1159|1159|1159|1159|2159|2159|2159|2159|2159|2159|2159|2159|2159|2159
160	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	81530	0	160|160|160|160|160|160|160|160|160|160|1160|1160|1160|1160|1160|1160|1160|1160|1160|1160|2160|2160|2160|2160|2160|2160|2160|2160|2160|2160
161	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	81960	0	161|161|161|161|161|161|161|161|161|161|1161|1161|1161|1161|1161|1161|1161|1161|1161|1161|2161|2161|2161|2161|2161|2161|2161|2161|2161|2161
162	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	82390	0	162|162|162|162|162|162|162|162|162|162|1162|1162|1162|1162|1162|1162|1162|1162|1162|1162|2162|2162|2162|2162|2162|2162|2162|2162|2162|2162
163	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	82820	0	163|163|163|163|163|163|163|163|163|163|1163|1163|1163|1163|1163|1163|1163|1163|1163|1163|2163|2163|2163|2163|2163|2163|2163|2163|2163|2163
164	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	83250	0	164|164|164|164|164|164|164|164|164|164|1164|1164|1164|1164|1164|1164|1164|1164|1164|1164|2164|2164|2164|2164|2164|2164|2164|2164|2164|2164
165	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	83680	0	165|165|165|165|165|165|165|165|165|165|1165|1165|1165|1165|1165|1165|1165|1165|1165|1165|2165|2165|2165|2165|2165|2165|2165|2165|2165|2165
166	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	84110	0	166|166|166|166|166|166|166|166|166|166|1166|1166|1166|1166|1166|1166|1166|1166|1166|1166|2166|2166|2166|2166|2166|2166|2166|2166|2166|2166
167	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	84540	0	167|167|167|167|167|167|167|167|167|167|1167|1167|1167|1167|1167|1167|1167|1167|1167|1167|2167|2167|2167|2167|2167|2167|2167|2167|2167|2167
168	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	84970	0	168|168|168|168|168|168|168|168|168|168|1168|1168|1168|1168|1168|1168|1168|1168|1168|1168|2168|2168|2168|2168|2168|2168|2168|2168|2168|2168
169	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	85400	0	169|169|169|169|169|169|169|169|169|169|1169|1169|1169|1169|1169|1169|1169|1169|1169|1169|2169|2169|2169|2169|2169|2169|2169|2169|2169|2169
170	80001|80002|80003|80004|80005|80006|80007|80008|80009|80010|81001|81002|81003|81004|81005|81006|81007|81008|81009|81010|82001|82002|82003|82004|82005|82006|82007|82008|82009|82010	85830	0	170|170|170|170|170|170|170|170|170|170|1170|1170|1170|1170|1170|1170|1170|1170|1170|1170|2170|2170|2170|2170|2170|2170|2170|2170|2170|2170
171	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	3090	1	3001|3001|3001|3001|3001|3001|3001|3001|3001|3001
172	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	3440	1	3002|3002|3002|3002|3002|3002|3002|3002|3002|3002
173	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	3800	1	3003|3003|3003|3003|3003|3003|3003|3003|3003|3003
174	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	4150	1	3004|3004|3004|3004|3004|3004|3004|3004|3004|3004
175	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	4500	1	3005|3005|3005|3005|3005|3005|3005|3005|3005|3005
176	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	4860	1	3006|3006|3006|3006|3006|3006|3006|3006|3006|3006
177	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	5210	1	3007|3007|3007|3007|3007|3007|3007|3007|3007|3007
178	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	5560	1	3008|3008|3008|3008|3008|3008|3008|3008|3008|3008
179	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	5920	1	3009|3009|3009|3009|3009|3009|3009|3009|3009|3009
180	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	6270	1	3010|3010|3010|3010|3010|3010|3010|3010|3010|3010
181	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	6620	1	3011|3011|3011|3011|3011|3011|3011|3011|3011|3011
182	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	6980	1	3012|3012|3012|3012|3012|3012|3012|3012|3012|3012
183	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	7330	1	3013|3013|3013|3013|3013|3013|3013|3013|3013|3013
184	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	7680	1	3014|3014|3014|3014|3014|3014|3014|3014|3014|3014
185	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	8030	1	3015|3015|3015|3015|3015|3015|3015|3015|3015|3015
186	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	8390	1	3016|3016|3016|3016|3016|3016|3016|3016|3016|3016
187	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	8740	1	3017|3017|3017|3017|3017|3017|3017|3017|3017|3017
188	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	9090	1	3018|3018|3018|3018|3018|3018|3018|3018|3018|3018
189	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	9450	1	3019|3019|3019|3019|3019|3019|3019|3019|3019|3019
190	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	9880	1	3020|3020|3020|3020|3020|3020|3020|3020|3020|3020
191	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	10260	1	3021|3021|3021|3021|3021|3021|3021|3021|3021|3021
192	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	10650	1	3022|3022|3022|3022|3022|3022|3022|3022|3022|3022
193	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	11030	1	3023|3023|3023|3023|3023|3023|3023|3023|3023|3023
194	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	11340	1	3024|3024|3024|3024|3024|3024|3024|3024|3024|3024
195	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	11770	1	3025|3025|3025|3025|3025|3025|3025|3025|3025|3025
196	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	12040	1	3026|3026|3026|3026|3026|3026|3026|3026|3026|3026
197	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	12400	1	3027|3027|3027|3027|3027|3027|3027|3027|3027|3027
198	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	12830	1	3028|3028|3028|3028|3028|3028|3028|3028|3028|3028
199	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	13260	1	3029|3029|3029|3029|3029|3029|3029|3029|3029|3029
200	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	13690	1	3030|3030|3030|3030|3030|3030|3030|3030|3030|3030
201	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	14120	1	3031|3031|3031|3031|3031|3031|3031|3031|3031|3031
202	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	14550	1	3032|3032|3032|3032|3032|3032|3032|3032|3032|3032
203	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	14980	1	3033|3033|3033|3033|3033|3033|3033|3033|3033|3033
204	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	15410	1	3034|3034|3034|3034|3034|3034|3034|3034|3034|3034
205	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	16070	1	3035|3035|3035|3035|3035|3035|3035|3035|3035|3035
206	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	16450	1	3036|3036|3036|3036|3036|3036|3036|3036|3036|3036
207	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	16830	1	3037|3037|3037|3037|3037|3037|3037|3037|3037|3037
208	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	17220	1	3038|3038|3038|3038|3038|3038|3038|3038|3038|3038
209	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	17600	1	3039|3039|3039|3039|3039|3039|3039|3039|3039|3039
210	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	18140	1	3040|3040|3040|3040|3040|3040|3040|3040|3040|3040
211	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	18650	1	3041|3041|3041|3041|3041|3041|3041|3041|3041|3041
212	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	19150	1	3042|3042|3042|3042|3042|3042|3042|3042|3042|3042
213	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	19660	1	3043|3043|3043|3043|3043|3043|3043|3043|3043|3043
214	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	20170	1	3044|3044|3044|3044|3044|3044|3044|3044|3044|3044
215	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	20670	1	3045|3045|3045|3045|3045|3045|3045|3045|3045|3045
216	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	21100	1	3046|3046|3046|3046|3046|3046|3046|3046|3046|3046
217	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	21380	1	3047|3047|3047|3047|3047|3047|3047|3047|3047|3047
218	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	21890	1	3048|3048|3048|3048|3048|3048|3048|3048|3048|3048
219	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	22390	1	3049|3049|3049|3049|3049|3049|3049|3049|3049|3049
220	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	22900	1	3050|3050|3050|3050|3050|3050|3050|3050|3050|3050
221	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	23410	1	3051|3051|3051|3051|3051|3051|3051|3051|3051|3051
222	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	23870	1	3052|3052|3052|3052|3052|3052|3052|3052|3052|3052
223	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	24330	1	3053|3053|3053|3053|3053|3053|3053|3053|3053|3053
224	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	24790	1	3054|3054|3054|3054|3054|3054|3054|3054|3054|3054
225	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	25250	1	3055|3055|3055|3055|3055|3055|3055|3055|3055|3055
226	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	25710	1	3056|3056|3056|3056|3056|3056|3056|3056|3056|3056
227	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	26170	1	3057|3057|3057|3057|3057|3057|3057|3057|3057|3057
228	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	26630	1	3058|3058|3058|3058|3058|3058|3058|3058|3058|3058
229	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	26990	1	3059|3059|3059|3059|3059|3059|3059|3059|3059|3059
230	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	27260	1	3060|3060|3060|3060|3060|3060|3060|3060|3060|3060
231	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	27840	1	3061|3061|3061|3061|3061|3061|3061|3061|3061|3061
232	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	28430	1	3062|3062|3062|3062|3062|3062|3062|3062|3062|3062
233	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	29010	1	3063|3063|3063|3063|3063|3063|3063|3063|3063|3063
234	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	29600	1	3064|3064|3064|3064|3064|3064|3064|3064|3064|3064
235	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	30180	1	3065|3065|3065|3065|3065|3065|3065|3065|3065|3065
236	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	30760	1	3066|3066|3066|3066|3066|3066|3066|3066|3066|3066
237	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	31350	1	3067|3067|3067|3067|3067|3067|3067|3067|3067|3067
238	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	31930	1	3068|3068|3068|3068|3068|3068|3068|3068|3068|3068
239	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	32590	1	3069|3069|3069|3069|3069|3069|3069|3069|3069|3069
240	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	33130	1	3070|3070|3070|3070|3070|3070|3070|3070|3070|3070
241	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	33670	1	3071|3071|3071|3071|3071|3071|3071|3071|3071|3071
242	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	34200	1	3072|3072|3072|3072|3072|3072|3072|3072|3072|3072
243	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	34740	1	3073|3073|3073|3073|3073|3073|3073|3073|3073|3073
244	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	35280	1	3074|3074|3074|3074|3074|3074|3074|3074|3074|3074
245	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	35820	1	3075|3075|3075|3075|3075|3075|3075|3075|3075|3075
246	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	36350	1	3076|3076|3076|3076|3076|3076|3076|3076|3076|3076
247	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	37010	1	3077|3077|3077|3077|3077|3077|3077|3077|3077|3077
248	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	37410	1	3078|3078|3078|3078|3078|3078|3078|3078|3078|3078
249	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	38070	1	3079|3079|3079|3079|3079|3079|3079|3079|3079|3079
250	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	38730	1	3080|3080|3080|3080|3080|3080|3080|3080|3080|3080
251	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	39390	1	3081|3081|3081|3081|3081|3081|3081|3081|3081|3081
252	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	40050	1	3082|3082|3082|3082|3082|3082|3082|3082|3082|3082
253	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	40710	1	3083|3083|3083|3083|3083|3083|3083|3083|3083|3083
254	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	41110	1	3084|3084|3084|3084|3084|3084|3084|3084|3084|3084
255	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	41770	1	3085|3085|3085|3085|3085|3085|3085|3085|3085|3085
256	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	42430	1	3086|3086|3086|3086|3086|3086|3086|3086|3086|3086
257	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	43090	1	3087|3087|3087|3087|3087|3087|3087|3087|3087|3087
258	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	43750	1	3088|3088|3088|3088|3088|3088|3088|3088|3088|3088
259	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	44150	1	3089|3089|3089|3089|3089|3089|3089|3089|3089|3089
260	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	44730	1	3090|3090|3090|3090|3090|3090|3090|3090|3090|3090
261	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	45310	1	3091|3091|3091|3091|3091|3091|3091|3091|3091|3091
262	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	45900	1	3092|3092|3092|3092|3092|3092|3092|3092|3092|3092
263	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	46480	1	3093|3093|3093|3093|3093|3093|3093|3093|3093|3093
264	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	47060	1	3094|3094|3094|3094|3094|3094|3094|3094|3094|3094
265	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	47650	1	3095|3095|3095|3095|3095|3095|3095|3095|3095|3095
266	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	48230	1	3096|3096|3096|3096|3096|3096|3096|3096|3096|3096
267	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	48820	1	3097|3097|3097|3097|3097|3097|3097|3097|3097|3097
268	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	49400	1	3098|3098|3098|3098|3098|3098|3098|3098|3098|3098
269	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	49980	1	3099|3099|3099|3099|3099|3099|3099|3099|3099|3099
270	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	50570	1	3100|3100|3100|3100|3100|3100|3100|3100|3100|3100
271	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	51150	1	3101|3101|3101|3101|3101|3101|3101|3101|3101|3101
272	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	51730	1	3102|3102|3102|3102|3102|3102|3102|3102|3102|3102
273	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	52320	1	3103|3103|3103|3103|3103|3103|3103|3103|3103|3103
274	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	52900	1	3104|3104|3104|3104|3104|3104|3104|3104|3104|3104
275	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	53490	1	3105|3105|3105|3105|3105|3105|3105|3105|3105|3105
276	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	54070	1	3106|3106|3106|3106|3106|3106|3106|3106|3106|3106
277	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	54650	1	3107|3107|3107|3107|3107|3107|3107|3107|3107|3107
278	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	55240	1	3108|3108|3108|3108|3108|3108|3108|3108|3108|3108
279	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	55820	1	3109|3109|3109|3109|3109|3109|3109|3109|3109|3109
280	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	56400	1	3110|3110|3110|3110|3110|3110|3110|3110|3110|3110
281	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	56990	1	3111|3111|3111|3111|3111|3111|3111|3111|3111|3111
282	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	57570	1	3112|3112|3112|3112|3112|3112|3112|3112|3112|3112
283	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	58150	1	3113|3113|3113|3113|3113|3113|3113|3113|3113|3113
284	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	58740	1	3114|3114|3114|3114|3114|3114|3114|3114|3114|3114
285	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	59320	1	3115|3115|3115|3115|3115|3115|3115|3115|3115|3115
286	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	59910	1	3116|3116|3116|3116|3116|3116|3116|3116|3116|3116
287	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	60490	1	3117|3117|3117|3117|3117|3117|3117|3117|3117|3117
288	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	61070	1	3118|3118|3118|3118|3118|3118|3118|3118|3118|3118
289	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	61660	1	3119|3119|3119|3119|3119|3119|3119|3119|3119|3119
290	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	62240	1	3120|3120|3120|3120|3120|3120|3120|3120|3120|3120
291	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	62820	1	3121|3121|3121|3121|3121|3121|3121|3121|3121|3121
292	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	63410	1	3122|3122|3122|3122|3122|3122|3122|3122|3122|3122
293	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	63990	1	3123|3123|3123|3123|3123|3123|3123|3123|3123|3123
294	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	64580	1	3124|3124|3124|3124|3124|3124|3124|3124|3124|3124
295	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	65160	1	3125|3125|3125|3125|3125|3125|3125|3125|3125|3125
296	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	65740	1	3126|3126|3126|3126|3126|3126|3126|3126|3126|3126
297	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	66330	1	3127|3127|3127|3127|3127|3127|3127|3127|3127|3127
298	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	66910	1	3128|3128|3128|3128|3128|3128|3128|3128|3128|3128
299	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	67490	1	3129|3129|3129|3129|3129|3129|3129|3129|3129|3129
300	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	68080	1	3130|3130|3130|3130|3130|3130|3130|3130|3130|3130
301	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	68660	1	3131|3131|3131|3131|3131|3131|3131|3131|3131|3131
302	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	69240	1	3132|3132|3132|3132|3132|3132|3132|3132|3132|3132
303	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	69670	1	3133|3133|3133|3133|3133|3133|3133|3133|3133|3133
304	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	70100	1	3134|3134|3134|3134|3134|3134|3134|3134|3134|3134
305	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	70660	1	3135|3135|3135|3135|3135|3135|3135|3135|3135|3135
306	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	71210	1	3136|3136|3136|3136|3136|3136|3136|3136|3136|3136
307	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	71640	1	3137|3137|3137|3137|3137|3137|3137|3137|3137|3137
308	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	72070	1	3138|3138|3138|3138|3138|3138|3138|3138|3138|3138
309	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	72500	1	3139|3139|3139|3139|3139|3139|3139|3139|3139|3139
310	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	72930	1	3140|3140|3140|3140|3140|3140|3140|3140|3140|3140
311	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	73360	1	3141|3141|3141|3141|3141|3141|3141|3141|3141|3141
312	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	73790	1	3142|3142|3142|3142|3142|3142|3142|3142|3142|3142
313	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	74220	1	3143|3143|3143|3143|3143|3143|3143|3143|3143|3143
314	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	74650	1	3144|3144|3144|3144|3144|3144|3144|3144|3144|3144
315	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	75080	1	3145|3145|3145|3145|3145|3145|3145|3145|3145|3145
316	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	75510	1	3146|3146|3146|3146|3146|3146|3146|3146|3146|3146
317	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	75940	1	3147|3147|3147|3147|3147|3147|3147|3147|3147|3147
318	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	76370	1	3148|3148|3148|3148|3148|3148|3148|3148|3148|3148
319	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	76800	1	3149|3149|3149|3149|3149|3149|3149|3149|3149|3149
320	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	77230	1	3150|3150|3150|3150|3150|3150|3150|3150|3150|3150
321	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	77660	1	3151|3151|3151|3151|3151|3151|3151|3151|3151|3151
322	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	78090	1	3152|3152|3152|3152|3152|3152|3152|3152|3152|3152
323	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	78520	1	3153|3153|3153|3153|3153|3153|3153|3153|3153|3153
324	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	78950	1	3154|3154|3154|3154|3154|3154|3154|3154|3154|3154
325	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	79380	1	3155|3155|3155|3155|3155|3155|3155|3155|3155|3155
326	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	79810	1	3156|3156|3156|3156|3156|3156|3156|3156|3156|3156
327	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	80240	1	3157|3157|3157|3157|3157|3157|3157|3157|3157|3157
328	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	80670	1	3158|3158|3158|3158|3158|3158|3158|3158|3158|3158
329	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	81100	1	3159|3159|3159|3159|3159|3159|3159|3159|3159|3159
330	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	81530	1	3160|3160|3160|3160|3160|3160|3160|3160|3160|3160
331	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	81960	1	3161|3161|3161|3161|3161|3161|3161|3161|3161|3161
332	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	82390	1	3162|3162|3162|3162|3162|3162|3162|3162|3162|3162
333	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	82820	1	3163|3163|3163|3163|3163|3163|3163|3163|3163|3163
334	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	83250	1	3164|3164|3164|3164|3164|3164|3164|3164|3164|3164
335	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	83680	1	3165|3165|3165|3165|3165|3165|3165|3165|3165|3165
336	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	84110	1	3166|3166|3166|3166|3166|3166|3166|3166|3166|3166
337	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	84540	1	3167|3167|3167|3167|3167|3167|3167|3167|3167|3167
338	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	84970	1	3168|3168|3168|3168|3168|3168|3168|3168|3168|3168
339	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	85400	1	3169|3169|3169|3169|3169|3169|3169|3169|3169|3169
340	83001|83002|83003|83004|83005|83006|83007|83009|83012|83013	85830	1	3170|3170|3170|3170|3170|3170|3170|3170|3170|3170
