Id	LogicDataFile	Description	TrueDescription	Icon	ActivateLevel	Passivity	RangeMin	RangeMax	SkillCoefficient	TargetType	TargetSelectType	CD	CastTime	MinusCD	CostHp	CostRage	CostEnergy	CostEnergyCore	CostItemId	BreakType	Category	LevelUpCostType	LevelUpVigorType	LiftSkillId	LiftCostItem	LiftCostItemNum	CanStartWhenStiffness	CanStartWhenHitFly	CanStartWhenKnockDown	NextSkillId	QSkillId	ESkillId	LockInputTime	NextInputTime	TargetChooseRange	ShowName	ShowDescription	ShowAtlasPath	ShowIconName	ShowCD	ShowHitNum	ShowScore	ShowSteps	ShowCostEnergy	ShowDamage	ShowDamagePerLevel	ShowSteps2Dec	ShowSteps3Dec	ShowSteps4Dec
320305	npc/Assassin.dsl	单刀兵闪身			0	0	0	10	0	2	2	1			0		0	0	0																														
320306	npc/Assassin.dsl	单刀兵飞镖			0	0	0	10	0	2	2	1			0		0	0	0																														
320307	npc/Assassin.dsl	单刀兵飞镖技能			0	0	0	10	0	2	2	1			0		0	0	0																														
320308	npc/Assassin.dsl	左徘徊			0	0	0	10	0	2	2	1			0		0	0	0																														
320309	npc/Assassin.dsl	右徘徊			0	0	0	10	0	2	2	1			0		0	0	0																														
320400	npc/Wizard.dsl	召唤特效			0	0	0	10	0	2	2	1			0		0	0	0																														
3204001	npc/Wizard3.dsl	召唤物出生			0	0	0	10	0	2	2	1			0		0	0	0																														
3204002	npc/Wizard3.dsl	目标身后瞬身			0	0	0	10	0	2	2	1			0		0	0	0																														
3204003	npc/Wizard3.dsl	自身身后瞬身			0	0	0	10	0	2	2	1			0		0	0	0																														
3204004	npc/Wizard3.dsl	瞬身			0	0	0	10	0	2	2	1			0		0	0	0																														
3204005	npc/Wizard3.dsl	平移1			0	0	0	10	0	2	2	1			0		0	0	0																														
3204006	npc/Wizard3.dsl	平移2			0	0	0	10	0	2	2	1			0		0	0	0																														
320401	npc/Wizard.dsl	寒冰箭			0	0	0	10	0	2	2	1			0		0	0	0																														
3204011	npc/Wizard.dsl	寒冰箭飞行1			0	0	0	10	0	2	2	1			0		0	0	0																														
320402	npc/Wizard.dsl	多重寒冰箭（精英）			0	0	0	10	0	2	2	1			0		0	0	0																														
3204021	npc/Wizard.dsl	多重寒冰箭飞行1			0	0	0	10	0	2	2	1			0		0	0	0																														
3204022	npc/Wizard.dsl	多重寒冰箭飞行2			0	0	0	10	0	2	2	1			0		0	0	0																														
3204023	npc/Wizard.dsl	多重寒冰箭飞行3			0	0	0	10	0	2	2	1			0		0	0	0																														
320403	npc/Wizard.dsl	寒冰地爆			0	0	0	10	0	2	2	1			0		0	0	0																														
3204031	npc/Wizard.dsl	寒冰地爆飞行			0	0	0	10	0	2	2	1			0		0	0	0																														
320404	npc/Wizard2.dsl	火焰箭			0	0	0	10	0	2	2	1			0		0	0	0																														
3204041	npc/Wizard2.dsl	火焰箭飞行			0	0	0	10	0	2	2	1			0		0	0	0																														
320405	npc/Wizard2.dsl	火焰螺旋（精英）			0	0	0	10	0	2	2	1			0		0	0	0																														
3204050	npc/Wizard2.dsl	火焰螺旋飞行1			0	0	0	10	0	2	2	1			0		0	0	0																														
3204051	npc/Wizard2.dsl	火焰螺旋飞行1			0	0	0	10	0	2	2	1			0		0	0	0																														
3204052	npc/Wizard2.dsl	火焰螺旋飞行2			0	0	0	10	0	2	2	1			0		0	0	0																														
3204053	npc/Wizard2.dsl	火焰螺旋飞行3			0	0	0	10	0	2	2	1			0		0	0	0																														
3204054	npc/Wizard2.dsl	火焰螺旋飞行4			0	0	0	10	0	2	2	1			0		0	0	0																														
3204055	npc/Wizard2.dsl	火焰螺旋飞行5			0	0	0	10	0	2	2	1			0		0	0	0																														
3204056	npc/Wizard2.dsl	火焰螺旋飞行1			0	0	0	10	0	2	2	1			0		0	0	0																														
3204057	npc/Wizard2.dsl	火焰螺旋飞行2			0	0	0	10	0	2	2	1			0		0	0	0																														
3204058	npc/Wizard2.dsl	火焰螺旋飞行3			0	0	0	10	0	2	2	1			0		0	0	0																														
3204059	npc/Wizard2.dsl	火焰螺旋飞行4			0	0	0	10	0	2	2	1			0		0	0	0																														
320406	npc/Wizard2.dsl	火焰地爆			0	0	0	10	0	2	2	1			0		0	0	0																														
3204061	npc/Wizard2.dsl	火焰地爆飞行1			0	0	0	10	0	2	2	1			0		0	0	0																														
3204062	npc/Wizard2.dsl	火焰地爆飞行2			0	0	0	10	0	2	2	1			0		0	0	0																														
3204063	npc/Wizard2.dsl	火焰地爆飞行3			0	0	0	10	0	2	2	1			0		0	0	0																														
320407	npc/Wizard3.dsl	暗影箭			0	0	0	10	0	2	2	1			0		0	0	0																														
3204071	npc/Wizard3.dsl	暗影箭飞行			0	0	0	10	0	2	2	1			0		0	0	0																														
320408	npc/Wizard3.dsl	召唤近战兵			0	0	0	10	0	2	2	1			0		0	0	0																														
320409	npc/Wizard3.dsl	召唤远程兵			0	0	0	10	0	2	2	1			0		0	0	0																														
320410	npc/Wizard3.dsl	召唤精英近战兵（精英）			0	0	0	10	0	2	2	1			0		0	0	0																														
320411	npc/Wizard3.dsl	召唤精英远程兵（精英）			0	0	0	10	0	2	2	1			0		0	0	0																														
320412	npc/Wizard3.dsl	召唤大壮（精英）			0	0	0	10	0	2	2	1			0		0	0	0																														
320413	npc/Wizard4.dsl	剧毒箭			0	0	0	10	0	2	2	1			0		0	0	0																														
3204131	npc/Wizard4.dsl	剧毒箭飞行1			0	0	0	10	0	2	2	1			0		0	0	0																														
320414	npc/Wizard4.dsl	剧毒新星			0	0	0	10	0	2	2	1			0		0	0	0																														
3204140	npc/Wizard4.dsl	剧毒新星飞行1			0	0	0	10	0	2	2	1			0		0	0	0																														
3204141	npc/Wizard4.dsl	剧毒新星飞行2			0	0	0	10	0	2	2	1			0		0	0	0																														
3204142	npc/Wizard4.dsl	剧毒新星飞行3			0	0	0	10	0	2	2	1			0		0	0	0																														
3204143	npc/Wizard4.dsl	剧毒新星飞行4			0	0	0	10	0	2	2	1			0		0	0	0																														
3204144	npc/Wizard4.dsl	剧毒新星飞行5			0	0	0	10	0	2	2	1			0		0	0	0																														
3204145	npc/Wizard4.dsl	剧毒新星飞行6			0	0	0	10	0	2	2	1			0		0	0	0																														
3204146	npc/Wizard4.dsl	剧毒新星飞行7			0	0	0	10	0	2	2	1			0		0	0	0																														
3204147	npc/Wizard4.dsl	剧毒新星飞行8			0	0	0	10	0	2	2	1			0		0	0	0																														
3204148	npc/Wizard4.dsl	剧毒新星飞行9			0	0	0	10	0	2	2	1			0		0	0	0																														
3204149	npc/Wizard4.dsl	剧毒新星飞行10			0	0	0	10	0	2	2	1			0		0	0	0																														
320415	npc/Wizard4.dsl	剧毒地爆（精英）			0	0	0	10	0	2	2	1			0		0	0	0																														
3204151	npc/Wizard4.dsl	剧毒地爆飞行1			0	0	0	10	0	2	2	1			0		0	0	0																														
3204152	npc/Wizard4.dsl	剧毒地爆飞行2			0	0	0	10	0	2	2	1			0		0	0	0																														
3204153	npc/Wizard4.dsl	剧毒地爆飞行3			0	0	0	10	0	2	2	1			0		0	0	0																														
3204154	npc/Wizard4.dsl	剧毒地爆飞行4			0	0	0	10	0	2	2	1			0		0	0	0																														
3204155	npc/Wizard4.dsl	剧毒地爆飞行5			0	0	0	10	0	2	2	1			0		0	0	0																														
3204156	npc/Wizard4.dsl	剧毒地爆飞行6			0	0	0	10	0	2	2	1			0		0	0	0																														
320501	npc/Stone.dsl	岩石怪打击			0	0	0	4	0	2	2	1			0		0	0	0																														
320502	npc/Stone.dsl	岩石怪普攻			0	0	0	4	0	2	2	1			0		0	0	0																														
320503	npc/Stone.dsl	岩石怪反伤			0	0	0	20	0	2	2	16			0		0	0	0																														
320511	npc/SandWorm.dsl	沙虫钻出			0	0	0	20	0	2	2	8			0		0	0	0																														
320512	npc/SandWorm.dsl	沙虫钻出			0	0	0	20	0	2	2	8			0		0	0	0																														
320513	npc/SandWorm.dsl	喷吐			0	0	0	20	0	2	2	8			0		0	0	0																														
320514	npc/SandWorm.dsl	追敌			0	0	0	20	0	2	2	3			0		0	0	0																														
320515	npc/SandWorm.dsl	随机移动			0	0	0	20	0	2	2	3			0		0	0	0																														
320601	npc/Rock.dsl	巨石怪普攻			0	0	0	5	0	2	2	1			0		0	0	0																														
320602	npc/Rock.dsl	巨石怪普攻			0	0	0	5	0	2	2	1			0		0	0	0																														
320603	npc/Rock.dsl	巨石怪践踏			0	0	0	15	0	2	2	5			0		0	0	0																														
320604	npc/Rock.dsl	巨石怪砸地			0	0	0	15	0	2	2	5			0		0	0	0																														
320605	npc/Rock.dsl	巨石怪普攻加快版			0	0	0	4	0	2	2	3			0		0	0	0																														
320606	npc/Rock.dsl	巨石怪普攻2加速版			0	0	0	4	0	2	2	3			0		0	0	0																														
320607	npc/Rock.dsl	巨石怪震荡			0	0	0	20	0	2	2	6			0		0	0	0																														
320608	npc/Rock.dsl	震荡召唤物			0	0	0	20	0	2	2	1			0		0	0	0																														
320609	npc/Rock.dsl	巨石怪投石			0	0	0	15	0	2	2	3			0		0	0	0																														
320610	npc/Rock.dsl	石头飞行			0	0	0	1	0	2	2	3			0		0	0	0																														
370101	npc/Elite/Bluelf.dsl	哥布林燃烧瓶			0	0	5	7	0	2	2	3			0		0	0	0																														
370102	npc/Elite/Bluelf.dsl	燃烧瓶			0	0	0	2	0	2	2	1			0		0	0	0																														
370103	npc/Elite/Bluelf.dsl	燃烧瓶			0	0	0	2	0	2	2	1			0		0	0	0																														
370104	npc/Elite/Bluelf.dsl	燃烧瓶			0	0	0	2	0	2	2	1			0		0	0	0																														
370201	npc/Elite/TLPMArmy.dsl	弩箭速射			0	0	0	15	0	2	2	5			0		0	0	0																														
370202	npc/Elite/TLPMArmy.dsl	弩箭连射			0	0	0	15	0	2	2	5			0		0	0	0																														
370203	npc/Elite/TLPMArmy.dsl	飞箭			0	0	0	15	0	2	2	5			0		0	0	0																														
370204	npc/Elite/TLPMArmy.dsl	飞轮投掷			0	0	0	12	0	2	2	1			0		0	0	0																														
370205	npc/Elite/TLPMArmy.dsl	飞轮飞行			0	0	0	15	0	2	2	1			0		0	0	0																														
370301	npc/Elite/KDArmy.dsl	火枪兵射击			0	0	0	15	0	2	2	3			0		0	0	0																														
370302	npc/Elite/KDArmy.dsl	来福枪兵喷射			0	0	0	3	0	2	2	1			0		0	0	0																														
370303	npc/Elite/KDArmy.dsl	来福枪兵连射			0	0	0	3	0	2	2	8			0		0	0	0																														
380101	npc/Berserker.dsl	普攻			0	0	0	3	0	2	2	3			0		0	0	0																														
380102	npc/Berserker.dsl	砸地震荡			0	0	0	20	0	2	2	8			0		0	0	0																														
380103	npc/Berserker.dsl	疯狂连砍			0	0	0	15	0	2	2	6			0		0	0	0																														
380104	npc/Berserker.dsl	咆哮			0	0	0	20	0	2	2	12			0		0	0	0																														
380105	npc/Berserker.dsl	位移打击			0	0	0	20	0	2	2	8			0		0	0	0																														
380106	npc/Berserker.dsl	爆气			0	0	0	20	0	2	2	20			0		0	0	0																														
380107	npc/Berserker.dsl	震荡召唤物			0	0	0	20	0	2	2	5			0		0	0	0																														
380108	npc/Berserker.dsl	飞行召唤物			0	0	0	20	0	2	2	5			0		0	0	0																														
380109	npc/Berserker.dsl	飞行召唤物			0	0	0	20	0	2	2	5			0		0	0	0																														
380110	npc/Berserker.dsl	位移打召唤物			0	0	0	20	0	2	2	5			0		0	0	0																														
380111	npc/Berserker.dsl	砸地震荡			0	0	0	20	0	2	2	8			0		0	0	0																														
380112	npc/Berserker.dsl	震荡召唤物			0	0	0	20	0	2	2	1			0		0	0	0																														
380201	npc/Xilie.dsl	浮空			0	0	0	3	0	2	2	8			0		0	0	0																														
380202	npc/Xilie.dsl	爆气			0	0	0	20	0	2	2	20			0		0	0	0																														
380203	npc/Xilie.dsl	开炮			0	0	0	20	0	2	2	3			0		0	0	0																														
380204	npc/Xilie.dsl	单发炮弹			0	0	0	20	0	2	2	5			0		0	0	0																														
380205	npc/Xilie.dsl	巨炮打击			0	0	0	20	0	2	2	8			0		0	0	0																														
380206	npc/Xilie.dsl	巨炮落地			0	0	0	20	0	2	2	5			0		0	0	0																														
380207	npc/Xilie.dsl	连发炮弹			0	0	0	20	0	2	2	3			0		0	0	0																														
380208	npc/Xilie.dsl	炮弹轰击			0	0	0	20	0	2	2	5			0		0	0	0																														
380209	npc/Xilie.dsl	冲击			0	0	0	20	0	2	2	10			0		0	0	0																														
380210	npc/Xilie.dsl	连击			0	0	0	3	0	2	2	5			0		0	0	0																														
380211	npc/Xilie.dsl	出场			0	0	-1	-1	0	2	2	1			0		0	0	0																														
380212	npc/Xilie.dsl	表现技能			0	0	0	20	0	2	2	6			0		0	0	0																														
380213	npc/Xilie.dsl	巨炮落地			0	0	0	20	0	2	2	1			0		0	0	0																														
380301	npc/HuLun.dsl	普攻			0	0	0	6	0	2	2	1			0		0	0	0																														
380302	npc/HuLun.dsl	二连普攻			0	0	0	6	0	2	2	1			0		0	0	0																														
380303	npc/HuLun.dsl	三连普攻			0	0	0	6	0	2	2	1			0		0	0	0																														
380304	npc/HuLun.dsl	挣扎			0	0	0	20	0	2	2	1			0		0	0	0																														
380305	npc/HuLun.dsl	怒吼			0	0	0	6	0	2	2	1			0		0	0	0																														
380306	npc/HuLun.dsl	旋风			0	0	0	10	0	2	2	1			0		0	0	0																														
380307	npc/HuLun.dsl	重劈			0	0	0	8	0	2	2	1			0		0	0	0																														
380308	npc/HuLun.dsl	跳斩			0	0	0	8	0	2	2	1			0		0	0	0																														
380311	npc/HuLun.dsl	普攻			0	0	0	6	0	2	2	1			0		0	0	0																														
380312	npc/HuLun.dsl	二连普攻			0	0	0	6	0	2	2	1			0		0	0	0																														
380313	npc/HuLun.dsl	三连普攻			0	0	0	6	0	2	2	1			0		0	0	0																														
380316	npc/HuLun.dsl	旋风			0	0	0	10	0	2	2	1			0		0	0	0																														
380317	npc/HuLun.dsl	重劈			0	0	0	8	0	2	2	1			0		0	0	0																														
380318	npc/HuLun.dsl	跳斩			0	0	0	8	0	2	2	1			0		0	0	0																														
380321	npc/HuLun.dsl	出场			0	0	-1	-1	0	2	2	1			0		0	0	0																														
380326	npc/HuLun.dsl	旋风加强			0	0	0	10	0	2	2	1			0		0	0	0																														
380327	npc/HuLun.dsl	重劈加强			0	0	0	8	0	2	2	1			0		0	0	0																														
380328	npc/HuLun.dsl	跳斩加强			0	0	0	8	0	2	2	1			0		0	0	0																														
380392	npc/HuLun.dsl	剧情用二连普攻			0	0	0	6	0	2	2	1			0		0	0	0																														
380401	npc/ZhuLuoFu.dsl	抡砸			0	0	0	3	0	2	2	1			0		0	0	0																														
380402	npc/ZhuLuoFu.dsl	横抡			0	0	0	3	0	2	2	1			0		0	0	0																														
380403	npc/ZhuLuoFu.dsl	跳砸			0	0	0	10	0	2	2	10			0		0	0	0																														
380404	npc/ZhuLuoFu.dsl	旋风			0	0	0	10	0	2	2	10			0		0	0	0																														
380405	npc/ZhuLuoFu.dsl	挑空			0	0	0	3	0	2	2	1			0		0	0	0																														
380406	npc/ZhuLuoFu.dsl	连招			0	0	0	3	0	2	2	10			0		0	0	0																														
380407	npc/ZhuLuoFu.dsl	连招2			0	0	0	3	0	2	2	10			0		0	0	0																														
380408	npc/ZhuLuoFu.dsl	朱罗夫霸体			0	0	0	30	0	2	2	1			0		0	0	0																														
#人鱼王子																																																	
380601	npc/RenYuWangZi.dsl	普攻			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380602	npc/RenYuWangZi.dsl	闪身普攻			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380603	npc/RenYuWangZi.dsl	普攻连击			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380604	npc/RenYuWangZi.dsl	闪身1			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380605	npc/RenYuWangZi.dsl	闪身2			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380606	npc/RenYuWangZi.dsl	闪身3			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380607	npc/RenYuWangZi.dsl	闪身4			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380608	npc/RenYuWangZi.dsl	闪身5			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380609	npc/RenYuWangZi.dsl	快速冲锋			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380610	npc/RenYuWangZi.dsl	冲锋			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380611	npc/RenYuWangZi.dsl	大浪			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380612	npc/RenYuWangZi.dsl	召唤物大浪			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380613	npc/RenYuWangZi.dsl	普攻连击表演			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380614	npc/RenYuWangZi.dsl	闪身1			0	0	0	15	0	2	2	0.2			0		0	0	0																														
#席列伙伴技能																																																	
380501	npc/Partner/PXilie.dsl	爆气	受到硬直控制时，爆发巨大能量将周围敌人震飞。		0	0	0	20	0	2	2	30			0		0	0	0																														
380502	npc/Partner/PXilie.dsl	炮击	对目标进行炮击。		0	0	0	20	0	2	2	1			0		0	0	0																														
380503	npc/Partner/PXilie.dsl	单发炮弹			0	0	0	20	0	2	2	5			0		0	0	0																														
380504	npc/Partner/PXilie.dsl	聚能炮击	通过短暂聚能，对目标位置进行一次猛烈炮击，对一定范围内的敌人造成巨大伤害和浮空。		0	0	0	20	0	2	2	8			0		0	0	0																														
380505	npc/Partner/PXilie.dsl	巨炮落地			0	0	0	20	0	2	2	5			0		0	0	0																														
380506	npc/Partner/PXilie.dsl	制导炮击	锁定目标，对目标进行连续制导炮击。		0	0	0	20	0	2	2	3			0		0	0	0																														
380507	npc/Partner/PXilie.dsl	炮弹轰击			0	0	0	20	0	2	2	5			0		0	0	0																														
380508	npc/Partner/PXilie.dsl	聚能炮击	通过短暂聚能，对目标位置进行一次猛烈炮击，对一定范围内的敌人造成巨大伤害和浮空。		0	0	0	20	0	2	2	8			0		0	0	0																														
380509	npc/Partner/PXilie.dsl	巨炮落地			0	0	0	20	0	2	2	5			0		0	0	0																														
380510	npc/Partner/PXilie.dsl	制导炮击	锁定目标，对目标进行连续制导炮击。		0	0	0	20	0	2	2	3			0		0	0	0																														
380511	npc/Partner/PXilie.dsl	炮弹轰击			0	0	0	20	0	2	2	5			0		0	0	0																														
380512	npc/Partner/PXilie.dsl	席列出场			0	0	0	20	0	2	2	0			0		0	0	0																														
#萨菲勒																																																	
380701	npc/SaFeiLe.dsl	普攻			0	0	0	3	0	2	2	3			0		0	0	0																														
380702	npc/SaFeiLe.dsl	暗影裂隙			0	0	0	12	0	2	2	5			0		0	0	0																														
380703	npc/SaFeiLe.dsl	召唤黑洞			0	0	0	18	0	2	2	3			0		0	0	0																														
380704	npc/SaFeiLe.dsl	黑洞出生			0	0	0	3	0	2	2	3			0		0	0	0																														
380705	npc/SaFeiLe.dsl	破军			0	0	0	8	0	2	2	8			0		0	0	0																														
380706	npc/SaFeiLe.dsl	牵引			0	0	0	8	0	2	2	5			0		0	0	0																														
380707	npc/SaFeiLe.dsl	召唤黑暗球			0	0	0	15	0	2	2	8			0		0	0	0																														
380708	npc/SaFeiLe.dsl	黑洞脉冲			0	0	0	30	0	2	2	1			0		0	0	0																														
380709	npc/SaFeiLe.dsl	黑球出生			0	0	0	3	0	2	2	3			0		0	0	0																														
380710	npc/SaFeiLe.dsl	黑球移动			0	0	0	3	0	2	2	3			0		0	0	0																														
380711	npc/SaFeiLe.dsl	黑球移动			0	0	0	3	0	2	2	3			0		0	0	0																														
380712	npc/SaFeiLe.dsl	黑球移动			0	0	0	3	0	2	2	3			0		0	0	0																														
#魔化狂战士小伙伴																																																	
380801	npc/Partner/PBerserker.dsl	普攻			0	0	0	3	0	2	2	1			0		0	0	0																														
380802	npc/Partner/PBerserker.dsl	砸地震荡			0	0	0	20	0	2	2	8			0		0	0	0																														
380803	npc/Partner/PBerserker.dsl	疯狂连砍			0	0	0	15	0	2	2	8			0		0	0	0																														
380804	npc/Partner/PBerserker.dsl	咆哮			0	0	0	20	0	2	2	10			0		0	0	0																														
380805	npc/Partner/PBerserker.dsl	位移打击			0	0	0	20	0	2	2	10			0		0	0	0																														
380806	npc/Partner/PBerserker.dsl	爆气			0	0	0	20	0	2	2	20			0		0	0	0																														
380807	npc/Partner/PBerserker.dsl	震荡召唤物			0	0	0	20	0	2	2	5			0		0	0	0																														
380808	npc/Partner/PBerserker.dsl	飞行召唤物			0	0	0	20	0	2	2	5			0		0	0	0																														
380809	npc/Partner/PBerserker.dsl	飞行召唤物			0	0	0	20	0	2	2	5			0		0	0	0																														
380810	npc/Partner/PBerserker.dsl	位移打召唤物			0	0	0	20	0	2	2	5			0		0	0	0																														
380811	npc/Partner/PBerserker.dsl	出生咆哮			0	0	0	20	0	2	2	10			0		0	0	0																														
#再造太阳神RA																																																	
380901	npc/RA.dsl	普攻二连			0	0	0	4	0	2	2	0.2			0		0	0	0																														
380902	npc/RA.dsl	变灯：红			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380903	npc/RA.dsl	变灯：绿			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380904	npc/RA.dsl	冲击波			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380905	npc/RA.dsl	波浪			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380906	npc/RA.dsl	召唤物大浪			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380907	npc/RA.dsl	火焰陨石			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380908	npc/RA.dsl	召唤物陨石			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380909	npc/RA.dsl	阳光普照			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380910	npc/RA.dsl	如沐甘霖			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380911	npc/RA.dsl	十字炼狱			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380912	npc/RA.dsl	召唤物炎棺			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380913	npc/RA.dsl	召唤物冰棺			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380914	npc/RA.dsl	召唤物冲击波1			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380915	npc/RA.dsl	召唤物冲击波2			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380916	npc/RA.dsl	召唤物冲击波3			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380917	npc/RA.dsl	召唤物冲击波4			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380918	npc/RA.dsl	召唤物阳光普照1			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380919	npc/RA.dsl	召唤物阳光普照2			0	0	0	30	0	2	2	0.2			0		0	0	0																														
380920	npc/RA.dsl	召唤物阳光普照3			0	0	0	30	0	2	2	0.2			0		0	0	0																														
#炎兽技能																																																	
381001	npc/YanShou.dsl	冲撞			0	0	0	20	0	2	2	5			0		0	0	0																														
381002	npc/YanShou.dsl	喷火			0	0	0	20	0	2	2	5			0		0	0	0																														
381003	npc/YanShou.dsl	践踏			0	0	0	15	0	2	2	10			0		0	0	0																														
381004	npc/YanShou.dsl	火雨			0	0	0	25	0	2	2	5			0		0	0	0																														
381005	npc/YanShou.dsl	火雨			0	0	0	3	0	2	2	1			0		0	0	0																														
381006	npc/YanShou.dsl	点燃			0	0	0	25	0	2	2	5			0		0	0	0																														
381007	npc/YanShou.dsl	点燃			0	0	0	3	0	2	2	1			0		0	0	0																														
381008	npc/YanShou.dsl	蔓延			0	0	0	3	0	2	2	1			0		0	0	0																														
381009	npc/YanShou.dsl	蔓延			0	0	0	3	0	2	2	1			0		0	0	0																														
381010	npc/YanShou.dsl	蔓延			0	0	0	3	0	2	2	1			0		0	0	0																														
381011	npc/YanShou.dsl	蔓延			0	0	0	3	0	2	2	1			0		0	0	0																														
381012	npc/YanShou.dsl	蔓延			0	0	0	3	0	2	2	1			0		0	0	0																														
#古斯兰玛技能																																																	
381101	npc/GSLM.dsl	普攻			0	0	0	3	0	2	2	1			0		0	0	0																														
381102	npc/GSLM.dsl	火焰刀			0	0	0	6	0	2	2	5			0		0	0	0																														
381103	npc/GSLM.dsl	蔓延			0	0	0	3	0	2	2	5			0		0	0	0																														
381104	npc/GSLM.dsl	火雨			0	0	0	25	0	2	2	1			0		0	0	0																														
381105	npc/GSLM.dsl	火雨召唤物			0	0	0	3	0	2	2	1			0		0	0	0																														
381106	npc/GSLM.dsl	连打			0	0	0	4	0	2	2	5			0		0	0	0																														
381107	npc/GSLM.dsl	爆气			0	0	0	25	0	2	2	10			0		0	0	0																														
381108	npc/GSLM.dsl	变身			0	0	0	25	0	2	2	10			0		0	0	0																														
381109	npc/GSLM.dsl	出生			0	0	0	25	0	2	2	10			0		0	0	0																														
#骷髅将军技能																																																	
381201	npc/SNK.dsl	普攻			0	0	0	6	0	2	2	1			0		0	0	0																														
381202	npc/SNK.dsl	普攻2			0	0	0	3	0	2	2	1			0		0	0	0																														
381203	npc/SNK.dsl	天灾打击			0	0	0	11	0	2	2	1			0		0	0	0																														
381204	npc/SNK.dsl	召唤骷髅			0	0	0	25	0	2	2	25			0		0	0	0																														
381205	npc/SNK.dsl	召唤法阵			0	0	0	15	0	2	2	15			0		0	0	0																														
381206	npc/SNK.dsl	法阵技能			0	0	0	100	0	2	2	1			0		0	0	0																														
381207	npc/SNK.dsl	骷髅出生			0	0	0	3	0	2	2	1			0		0	0	0																														
381208	npc/SNK.dsl	骷髅出生			0	0	0	3	0	2	2	1			0		0	0	0																														
381209	npc/SNK.dsl	骷髅出生			0	0	0	3	0	2	2	1			0		0	0	0																														
381210	npc/SNK.dsl	骷髅出生			0	0	0	3	0	2	2	1			0		0	0	0																														
381211	npc/SNK.dsl	天灾打击			0	0	0	3	0	2	2	1			0		0	0	0																														
#剑盾兵伙伴																																																	
381301	npc/Partner/PSSLancer.dsl	普攻			0	0	0	8	0	2	2	1			0		0	0	0																														
381302	npc/Partner/PSSLancer.dsl	重击			0	0	0	1	0	2	2	1			0		0	0	0																														
381303	npc/Partner/PSSLancer.dsl	普攻			0	0	0	5	0	2	2	1			0		0	0	0																														
381304	npc/Partner/PSSLancer.dsl	普攻			0	0	0	8	0	2	2	1			0		0	0	0																														
381305	npc/Partner/PSSLancer.dsl	普攻			0	0	0	12	0	2	2	1			0		0	0	0																														
381306	npc/Partner/PSSLancer.dsl	反击重击			0	0	0	1	0	2	2	1			0		0	0	0																														
381307	npc/Partner/PSSLancer.dsl	出生			0	0	0	1	0	2	2	1			0		0	0	0																														
#齿刃哥布林伙伴																																																	
381401	npc/Partner/PBluelf.dsl	普攻			0	0	0	1	0	2	2	1			0		0	0	0																														
381402	npc/Partner/PBluelf.dsl	普攻			0	0	0	8	0	2	2	1			0		0	0	0																														
381403	npc/Partner/PBluelf.dsl	普攻			0	0	0	8	0	2	2	1			0		0	0	0																														
381404	npc/Partner/PBluelf.dsl	普攻			0	0	0	1	0	2	2	1			0		0	0	0																														
381405	npc/Partner/PBluelf.dsl	普攻			0	0	0	8	0	2	2	1			0		0	0	0																														
381406	npc/Partner/PBluelf.dsl	跳劈			0	0	0	12	0	2	2	1			0		0	0	0																														
381407	npc/Partner/PBluelf.dsl	出生			0	0	0	1	0	2	2	1			0		0	0	0																														
#圣卫军飞轮小伙伴																																																	
381501	npc/Partner/PSWJFW.dsl	普攻			0	0	0	4	0	2	2	3			0		0	0	0																														
381502	npc/Partner/PSWJFW.dsl	飞轮			0	0	0	12	0	2	2	5			0		0	0	0																														
381503	npc/Partner/PSWJFW.dsl	飞轮飞行			0	0	0	15	0	2	2	1			0		0	0	0																														
381504	npc/Partner/PSWJFW.dsl	多重飞轮			0	0	0	12	0	2	2	5			0		0	0	0																														
