Id	LogicId	GfxLogicId	Description	ImpactType	ImpactTime	BreakSuperArmor	BreakParry	IgnoreBlock	TargetFigure	DamageType	ElementType	DamageValue	DamageRate	LevelRate	BuffDataId	MaxRank	AnimationInfo	LockFrameInfo	AnimationType	MoveMode	CurveMove	AdjustPoint	AdjustAppend	AdjustDegreeXZ	AdjustDegreeY	MaxDist	FallDownTime	OnGroundTime	GetUpTime	IsDeadDisappear	CanBeCancel	IsAbsorbHurt	IsReflect	IsDamageDisappear	IsFightDisappear	IsShootDisappear	IsSkillDisappear	Effect0	Effect1	Effect2	Effect3	Effect4	HitSoundProb	ParamNum	ParamDesc0	Param0	ParamDesc1	Param1	ParamDesc2	Param2	ParamDesc3	Param3	ParamDesc4	Param4	ParamDesc5	Param5	ParamDesc6	Param6	ParamDesc7	Param7
#古斯兰玛																																																												
38110101	1	2	普攻第一下	2	2000	FALSE			0|1|2	0			0.5	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0|1|2	0	0 0.05 0 25 10 0 10 0 1 0 5 0.2 0 18 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38110102	1	2	普攻第一下对空	2	2000	FALSE			0|1|2	0			0.5	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0|1|2	0	0 0.05 0 15 4 0 10 0 0.5 0 5 0.2 0 15 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38110103	1	1	普攻第二下	2	2000	FALSE			0|1|2	0			0.5	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0|1|2	0	0 0.2 0 0 20 0 0 -20	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38110104	1	2	普攻第二下对空	2	2000	FALSE			0|1|2	0			0.5	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0|1|2	0	0 0.05 0 8 30 0 10 -10 0.5 0 5 2 0 15 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38110201	1	1	火焰蔓延	2	2000	FALSE			0|1|2	1	1		0.3	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0|1|2	0	0 0.2 0 0 5 0 0 -20	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38110202	1	2	火焰蔓延对空	2	2000	FALSE			0|1|2	1	1		0.3	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0|1|2	0	0 0.05 0 20 4 0 5 0 0.5 0 5 0.2 0 5 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38110401	1	0	火雨	2	2000	FALSE			0|1|2	1	1		0.3	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0|1|2	0	0 0.2 0 0 5 0 0 -20	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38110601	1	2	连打第一下	2	2000	FALSE	TRUE		0|1|2	0			0.4	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0|1|2	0	0 0.05 0 20 20 0 10 0 1 0 5 0.2 0 15 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38110602	1	2	连打第一下对空	2	2000	FALSE			0|1|2	0			0.4	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0|1|2	0	0 0.05 0 15 10 0 10 0 0.5 0 5 0.2 0 15 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38110603	1	1	连打三四下	2	2000	FALSE			0|1|2	0			0.4	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0|1|2	0	0 0.2 0 0 3 0 0 -20	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38110604	1	2	连打三四下对空	2	2000	FALSE			0|1|2	0			0.4	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0|1|2	0	0 0.05 0 8 5 0 0 0 0.5 0 0 0.2 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38110605	1	2	连打最后一下	2	2000	FALSE			0|1|2	0			1	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0|1|2	0	0 0.2 0 12 25 0 10 -20 0.6 0 5 5 0 10 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38110606	1	2	连打最后一下对空	2	2000	FALSE			0|1|2	0			1	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0|1|2	0	0 0.2 0 5 25 0 10 -20 0.6 0 5 5 0 10 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38110701	1	2	爆气击飞	2	2000	FALSE	TRUE		0|1|2	1			0.2	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0|1|2	0	0 0.1 0 12 30 0 10 -20 0.6 0 5 10 0 10 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
#骷髅将军																																																												
38120101	1	1	普攻	1	1000	FALSE			0|1|2	0			0.6	0	0	0	0 0.15 1 0.1 0.2 0.15 0.3 0.1 0.5 0.5 0.8		0|1|2	0	0 0.05 0 8 15 0 -6 0 0.2 0 0 4 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		38070101						3	延时	0	HP伤害	-100	怒气值	1										
38120201	1	1	普攻2	1	1000	FALSE			0|1|2	0			0.4	0	0	0	0 0.15 1 0.1 0.2 0.15 0.3 0.1 0.5 0.5 0.8		0|1|2	0	0 0.2 0 0 7 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		38070101						3	延时	0	HP伤害	-100	怒气值	1										
38120301	1	2	天灾打击	1	2000	FALSE	TRUE		0|1|2	0			1.5	0	0	0	0 0.15 1 0.1 0.2 0.15 0.3 0.1 0.5 0.5 0.8		0|1|2	0	0 0.05 0 6 10 0 -10 0 0.2 0 0 4 0 0 0	0 5 3	0	0	0	10		2		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		38070101						3	延时	0	HP伤害	-100	怒气值	1										
38120500	2	0	法阵buff	1	2500	FALSE			0|1|2	0			0	0	38120500	0	0 0.15 1.1 0.1 0.3 0.15 0.4 0.1 0.6 0.5 0.8		0|1|2	0		0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								1	霸体类型	0														
38120501	1	0	法阵伤害	2	1000	FALSE			0|1|2	1			0.2	0	0	0	0 0.15 1.1 0.1 0.3 0.15 0.4 0.1 0.6 0.5 0.8		0|1|2	0		0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		38070101						3	延时	0	HP伤害	-100	怒气值	1										
#剑盾兵伙伴																																																												
38130101	1	2	银盾兵枪盾兵上挑	1	500	FALSE			0|1|2	0			0.8	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		1|2	0	0 0.15 0 10 10 0 5 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
38130102	1	0	空状态	1	10	FALSE			0|1|2	0			0		0	0	0 0.1 0.1 0.1 0.9 0.4 1		0	0	0 0.2 0 0 15 0 0 -50	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								3	延时	0	HP伤害	0	怒气值	0										
38130201	1	1	银盾兵枪盾兵普攻	2	500	FALSE			0|1|2	0			0.6	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		1|2	0	0 0.15 0 0 10 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
38130301	1	1	银盾兵枪盾兵重击	2	500	FALSE			0|1|2	0			1	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		1|2	0	0 0.15 0 0 25 0 0 -30	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
38130401	1	1	破军	2	1000	FALSE			0|1|2	0			0.5	0	0	0	0 0.1 2 0.2 1.5		0	0	0 0.1 0 0 18 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
38130402	1	2	破军对空	2	1600	FALSE			0|1|2	0			0.5	0	0	0	0 0.1 2 0.2 1.5		0	0	0 0.05 0 15 10 0 10 0 0.5 0 5 0.2 0 15 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
38130501	6	0	盾牌格挡伤害减免	1	5000	FALSE			0|1|2	0				0	0	0						0 5 3								FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10007						1	受伤系数	0.1														
38130502	7	0	格挡反击	1	10000	FALSE	TRUE		0|1|2	0				0	0	0						0 5 3								FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								4	技能id	381306	反击效果	30010008	反击特效	Monster_FX/Campaign_Desert/01_TLPMArmy/6_Mon_GeDangBaoDian_01|Bone001	格挡弹开范围	3								
38130601	1	2	银盾兵枪盾兵重击	2	1000	TRUE	TRUE		0|1|2	0			2.5	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		1|2	0	0 0.15 0 5 15 0 -20 -20	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
#哥布林伙伴技能																																																												
38140101	1	1	哥布林精英挥砍	2	500	FALSE			0|1|2	0			1	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		1|2	0	0 0.12 0 0 10 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
38140200	2	0	哥布林精英自身霸体	1	3000	FALSE			0|1|2	0				0	0	0	0 0.1 1.3 0.2 0.9 0.3 0.2		1|2	0	0 0.1 0 0 9 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								1	霸体类型	0														
38140201	1	1	哥布林精英旋风斩	2	500	FALSE			0|1|2	0			1	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		1|2	0	0 0.3 0 0 7 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
38140301	1	1	飞斧	2	1000	FALSE			0|1|2	0			0.6	0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.15 0 0 4 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
38140302	1	1	飞斧对空	2	1000	FALSE			0|1|2	0			0.6	0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.05 0 15 6 0 10 0 0.5 0 5 0.2 0 15 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
38140501	1	0	怒吼破甲	1	4000	FALSE			0|1|2	0			0.1	0	38010401	0	0 0.6 1		0	0		0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10003						3	延时	0	HP伤害	-100	怒气值	1										
38140601	1	2	哥布林砸地击	2	2500	TRUE	TRUE		0|1|2	0			2	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		1|2	1	0 0.1 0 18 12 0 0 0 0.9 0 5 12 0 8 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
#圣卫军飞轮伙伴																																																												
38150101	1	1	飞轮手横抡	1	1000	FALSE			0|1|2	0			1	0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.3 0 0 5 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
38150201	1	1	飞轮手飞轮	1	1000	FALSE			0|1|2	0			0.7	0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.3 0 0 4 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
38150202	1	1	飞轮手飞轮2	1	1000	FALSE			0|1|2	0			0.8	0	0	0	0 0.1 0.1 0.1 0.9 0.4 1		1|2	0	0 0.3 0 0 4 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
38150203	1	2	飞轮手飞轮2	1	1000	FALSE			0|1|2	0			0.8	0	0	0	0 0.1 0.1 0.1 0.9 0.4 1		1|2	0	0 0.3 0 6 4 0 -40 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
38150401	1	1	飞轮手多重飞轮	1	1000	FALSE			0|1|2	0			0.6	0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.3 0 0 4 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
38150402	1	1	飞轮手多重飞轮2	1	1000	FALSE			0|1|2	0			0.7	0	0	0	0 0.1 0.1 0.1 0.9 0.4 1		1|2	0	0 0.3 0 0 4 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
38150403	1	2	飞轮手多重飞轮2	1	1000	FALSE			0|1|2	0			0.7	0	0	0	0 0.1 0.1 0.1 0.9 0.4 1		1|2	0	0 0.3 0 6 4 0 -40 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
#长矛兵小伙伴																																																												
38160101	1	1	长矛横抡	1	1000	FALSE			0|1|2	0		0	0.7	0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.2 0 0 6 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
38160201	1	1	长矛连击	1	1000	FALSE			0|1|2	0			0.7	0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.2 0 0 3 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
38160202	1	1	长矛连击	1	1000	FALSE			0|1|2	0			0.7	0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.2 0 0 10 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
38160301	1	2	冲击对地面	1	1600	FALSE			0|1|2	0			0.5	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0	0	0 0.05 0 20 18 0 10 0 1 0 3 0.2 0 10 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38160302	1	2	冲击对空中	1	1600	FALSE			0|1|2	0			0.5	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0	0	0 0.05 0 5 18 0 10 0 0.5 0 3 2 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38160401	1	1	长矛破格当	1	1000	FALSE			0|1|2	0				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.2 0 0 6 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
38160402	1	2	长矛击倒	1	1000	FALSE			0|1|2	0				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.2 0 11 8 0 10 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
38160501	1	2	冲击对地面	1	1600	FALSE	TRUE		0|1|2	0			0.5	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0	0	0 0.05 0 20 18 0 10 0 1 0 3 0.2 0 10 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38160502	1	2	冲击对空中	1	1600	FALSE	TRUE		0|1|2	0			0.5	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0	0	0 0.05 0 5 18 0 10 0 0.5 0 3 2 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004						3	延时	0	HP伤害	-100	怒气值	1										
38160601	1	1	长矛破格当	1	1000	FALSE	TRUE		0|1|2	0				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.2 0 0 6 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
38160602	1	2	长矛击倒	1	1000	FALSE	TRUE		0|1|2	0				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.2 0 11 8 0 10 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005						3	延时	0	HP伤害	-100	怒气值	1										
#伊娜技能																																																												
40000001	1	0	空状态	1	10	FALSE			0|1|2	0			0		0	0	0 0.1 0.1 0.1 0.9 0.4 1		0	0	0 0.2 0 0 15 0 0 -50	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								3	延时	0	HP伤害	0	怒气值	0										
40000002	2	0	霸体	1	10000	FALSE			0|1|2	0			0		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 15 0 0 -50	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								3	延时	0	HP伤害	0	怒气值	0										
40000003	3	0	伤害免疫	1	10000	FALSE			0|1|2	0			0		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 15 0 0 -50	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								3	延时	0	HP伤害	0	怒气值	0										
40000004	2	0	霸体保护	1	1000	FALSE			0|1|2	0			0		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 15 0 0 -50	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								3	延时	0	HP伤害	0	怒气值	0										
40000101	1	0	伊娜普攻一段（无硬直）	1	1000	FALSE			0|1|2	0			0.4		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 10 0 0 -40	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106						3	延时	0	HP伤害	-100	怒气值	1										
40000102	1	0	伊娜普攻一段（浮空）（无硬直）	1	1000	FALSE			0|1|2	0			0.4		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 7 10 0 0 -40	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106						3	延时	0	HP伤害	-100	怒气值	1										
40000103	1	0	伊娜普攻二段（无硬直）	1	1000	FALSE			0|1|2	0			0.4		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 10 0 0 -40	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106						3	延时	0	HP伤害	-100	怒气值	1										
40000104	1	0	伊娜客普攻二段（浮空）（无硬直）	1	1000	FALSE			0|1|2	0			0.4		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 7 10 0 0 -40	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106						3	延时	0	HP伤害	-100	怒气值	1										
40000105	1	0	伊娜普攻三段1（无硬直）	1	1000	FALSE			0|1|2	0			0.35		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 8 0 0 -40	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106						3	延时	0	HP伤害	-100	怒气值	1										
40000106	1	0	伊娜普攻三段1（浮空）（无硬直）	1	1000	FALSE			0|1|2	0			0.35		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 6 8 0 0 -40	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106						3	延时	0	HP伤害	-100	怒气值	1										
40000107	1	0	伊娜普攻三段2（无硬直）	1	1000	FALSE			0|1|2	0			0.35		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 8 0 0 -40	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106						3	延时	0	HP伤害	-100	怒气值	1										
40000108	1	0	伊娜普攻三段2（浮空）（无硬直）	1	1000	FALSE			0|1|2	0			0.35		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 5 8 0 0 -40	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106						3	延时	0	HP伤害	-100	怒气值	1										
40000109	1	2	伊娜普攻四段	1	1000	FALSE			0|1|2	0			0.5		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 20 10 0 0 -40 0 0.4 0 15 0 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106						3	延时	0	HP伤害	-100	怒气值	1										
40000110	1	2	伊娜普攻四段（浮空）	1	1000	FALSE			0|1|2	0			0.5		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 5 40 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106						3	延时	0	HP伤害	-100	怒气值	1										
40000111	1	1	伊娜普攻一段	1	1000	FALSE			0|1|2	0			0.4		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 10 0 0 -40	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106						3	延时	0	HP伤害	-100	怒气值	1										
40000112	1	2	伊娜普攻一段（浮空）	1	1000	FALSE			0|1|2	0			0.4		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 7 10 0 0 -40	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106						3	延时	0	HP伤害	-100	怒气值	1										
40000113	1	1	伊娜普攻二段	1	1000	FALSE			0|1|2	0			0.4		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 10 0 0 -40	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106						3	延时	0	HP伤害	-100	怒气值	1										
40000114	1	2	伊娜客普攻二段（浮空）	1	1000	FALSE			0|1|2	0			0.4		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 7 10 0 0 -40	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106						3	延时	0	HP伤害	-100	怒气值	1										
40000115	1	1	伊娜普攻三段1	1	1000	FALSE			0|1|2	0			0.35		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 8 0 0 -40	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106						3	延时	0	HP伤害	-100	怒气值	1										
40000116	1	2	伊娜普攻三段1（浮空）	1	1000	FALSE			0|1|2	0			0.35		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 6 8 0 0 -40	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106						3	延时	0	HP伤害	-100	怒气值	1										
40000117	1	1	伊娜普攻三段2	1	1000	FALSE			0|1|2	0			0.35		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 8 0 0 -40	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106						3	延时	0	HP伤害	-100	怒气值	1										
40000118	1	2	伊娜普攻三段2（浮空）	1	1000	FALSE			0|1|2	0			0.35		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 5 8 0 0 -40	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106						3	延时	0	HP伤害	-100	怒气值	1										
40000119	1	2	伊娜普攻四段	1	1000	FALSE			0|1|2	0			0.5		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 20 10 0 0 -40 0 0.4 0 15 0 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106						3	延时	0	HP伤害	-100	怒气值	1										
