Id	Name	ChapterName	Type	SubType	Chapter	Order	UnitFile	SceneLogicFile	StoryDslFile	ClientSceneFile	ObstacleFile	BlockInfoFile	TiledDataScale	ReachableSet	Description	DropId	BkMusic	BkMusicVolume	StoryMusic	StoryMusicVolume	CompletedReward	CompletedTime	CompletedHitCount	CostStamina	RecommendFighting	AtlasPath	SceneIconName	BossLinkId	RecoverHpCoefficient	RecoverMpCoefficient	RelatedMainCity
#2048	4-8 赤色荒漠	[fcfb00]第4章[-] 魔力之石	1	1	4	7	Public/Scenes/Scene_2048/Unit.txt	Public/Scenes/Scene_2048/SceneLogic.txt	Public/Scenes/Scene_2048/Story.dsl	ShaMo_01	Public/Scenes/MapData_1310/Scene.tmx	Public/Scenes/MapData_1310/Scene.map	16		我带回了整整一兜的魔力之石，萨菲勒将军却非要我去取回被骗走的那枚，除了面子问题，还能有其他理由吗？	2048	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20481|20482|20483	180	18	12	35510	UI/AtlasPrefab/guankatu01	1		1	1	1050
#2049	4-9 小圣城	[fcfb00]第4章[-] 魔力之石	1	1	4	8	Public/Scenes/Scene_2049/Unit.txt	Public/Scenes/Scene_2049/SceneLogic.txt	Public/Scenes/Scene_2049/Story.dsl	TLPM_Boss_01	Public/Scenes/MapData_1023/Scene.tmx	Public/Scenes/MapData_1023/Scene.map	16		炮火与鲜血齐飞，肢体共灰土一色，枪林弹雨间能够活下来的，都是死神暂时不感兴趣的人。	2049	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20491|20492|20493	180	18	12	36210	UI/AtlasPrefab/guankatu01	1		1	1	1050
#第五章																															
#2051	5-1 燃烧森林	[fcfb00]第5章[-] 乱世出英雄	1	1	5	0	Public/Scenes/Scene_2051/Unit.txt	Public/Scenes/Scene_2051/SceneLogic.txt	Public/Scenes/Scene_2051/Story.dsl	YiZhan_02	Public/Scenes/MapData_1011/Scene.tmx	Public/Scenes/MapData_1011/Scene.map	16		人们对光明的渴望，是永远烧不尽的！与邪恶为伍，迟早玩火自焚！	2051	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20511|20512|20513	180	18	12	37416	UI/AtlasPrefab/guankatu01	1		1	1	1060
#2052	5-2 白骨矿洞	[fcfb00]第5章[-] 乱世出英雄	1	1	5	1	Public/Scenes/Scene_2052/Unit.txt	Public/Scenes/Scene_2052/SceneLogic.txt	Public/Scenes/Scene_2052/Story.dsl	KuangDong_01	Public/Scenes/MapData_1210/Scene.tmx	Public/Scenes/MapData_1210/Scene.map	16		有的人拼了命的追寻不属于自己的东西，自以为得到的时候，却被命运之神拉回原点，如此反复直至化为一堆白骨。	2052	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20521|20522|20523	180	18	12	39310	UI/AtlasPrefab/guankatu01	1		1	1	1060
#2053	5-3 潜伏者营地	[fcfb00]第5章[-] 乱世出英雄	1	1	5	2	Public/Scenes/Scene_2053/Unit.txt	Public/Scenes/Scene_2053/SceneLogic.txt	Public/Scenes/Scene_2053/Story.dsl	WangGuoJun_06	Public/Scenes/MapData_1111/Scene.tmx	Public/Scenes/MapData_1111/Scene.map	16		今日的戎装远征是为了明日的惬意同游，每个战士心中都有一个在家乡等候着的艾妲。	2053	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20531|20532|20533	180	18	12	41195	UI/AtlasPrefab/guankatu01	1		1	1	1060
#2054	5-4 寂静岭	[fcfb00]第5章[-] 乱世出英雄	1	1	5	3	Public/Scenes/Scene_2054/Unit.txt	Public/Scenes/Scene_2054/SceneLogic.txt	Public/Scenes/Scene_2054/Story.dsl	YiZhan_06	Public/Scenes/MapData_1015/Scene.tmx	Public/Scenes/MapData_1015/Scene.map	16		那个叫蒙多的魔化狂战士经常游荡在寂静岭周围，肆意攻击着路人，偶尔又默默哭泣……此后寂静岭不再寂静！	2054	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20541|20542|20543	180	18	12	43088	UI/AtlasPrefab/guankatu01	1		1	1	1060
#2055	5-5 梦魇矿洞	[fcfb00]第5章[-] 乱世出英雄	1	1	5	4	Public/Scenes/Scene_2055/Unit.txt	Public/Scenes/Scene_2055/SceneLogic.txt	Public/Scenes/Scene_2055/Story.dsl	KuangDong_02	Public/Scenes/MapData_1211/Scene.tmx	Public/Scenes/MapData_1211/Scene.map	16		又做噩梦了，梦中乡亲们被火烤的惨叫声，即使醒后也如一根根钢针刺穿了我的耳膜……	2055	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20551|20552|20553	180	18	12	44975	UI/AtlasPrefab/guankatu01	1		1	1	1060
#2056	5-6 蓝城考场	[fcfb00]第5章[-] 乱世出英雄	1	1	5	5	Public/Scenes/Scene_2056/Unit.txt	Public/Scenes/Scene_2056/SceneLogic.txt	Public/Scenes/Scene_2056/Story.dsl	WangGuoJun_YingDi_03	Public/Scenes/MapData_1114/Scene.tmx	Public/Scenes/MapData_1114/Scene.map	16		根据惯例，中级军官升职必须经过严格的考试。[\n]不幸的是我的考官叫冷面冰筒头——席列。	2056	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20561|20562|20563	180	18	12	46861	UI/AtlasPrefab/guankatu01	1		1	1	1060
#2057	5-7 哀嚎森林	[fcfb00]第5章[-] 乱世出英雄	1	1	5	6	Public/Scenes/Scene_2057/Unit.txt	Public/Scenes/Scene_2057/SceneLogic.txt	Public/Scenes/Scene_2057/Story.dsl	YiZhan_Boss_02	Public/Scenes/MapData_1021/Scene.tmx	Public/Scenes/MapData_1021/Scene.map	16		有人害怕黑夜的未知，我却期盼夜幕降临，因为仰望星空时我能看见亲人的面庞，在梦中与天国的他们团聚……	2057	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20571|20572|20573	180	18	12	48759	UI/AtlasPrefab/guankatu01	1		1	1	1060
#2058	5-8 地狱火之洞	[fcfb00]第5章[-] 乱世出英雄	1	1	5	7	Public/Scenes/Scene_2058/Unit.txt	Public/Scenes/Scene_2058/SceneLogic.txt	Public/Scenes/Scene_2058/Story.dsl	KuangDong_03	Public/Scenes/MapData_1212/Scene.tmx	Public/Scenes/MapData_1212/Scene.map	16		一只巨大的炎兽占据了这个矿洞，只要靠近洞口就可以闻到自己的皮肤被烤焦的味道……	2058	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20581|20582|20583	180	18	12	50650	UI/AtlasPrefab/guankatu01	1		1	1	1060
#2059	5-9 加德城	[fcfb00]第5章[-] 乱世出英雄	1	1	5	8	Public/Scenes/Scene_2059/Unit.txt	Public/Scenes/Scene_2059/SceneLogic.txt	Public/Scenes/Scene_2059/Story.dsl	WangGuoJun_ChengZhen_01	Public/Scenes/MapData_1119/Scene.tmx	Public/Scenes/MapData_1119/Scene.map	16		故城依旧，人事全非……[\n]战争留下的创伤也许永远无法弥补……乱世，却易出英雄！	2059	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20591|20592|20593	180	18	12	52535	UI/AtlasPrefab/guankatu01	1		1	1	1060
#第六章																															
#2061	6-1 清风森林	[fcfb00]第6章[-] 征战四方	1	1	6	0	Public/Scenes/Scene_2061/Unit.txt	Public/Scenes/Scene_2061/SceneLogic.txt	Public/Scenes/Scene_2061/Story.dsl	YiZhan_03	Public/Scenes/MapData_1012/Scene.tmx	Public/Scenes/MapData_1012/Scene.map	16		在我打败这群敌人之前，他们正在嬉笑着煮酒，当酒温好的时候，他们已失去了味觉……	2061	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20611|20612|20613	180	18	12	53535	UI/AtlasPrefab/guankatu01	1		1	1	
#2062	6-2 多喇瀑布	[fcfb00]第6章[-] 征战四方	1	1	6	1	Public/Scenes/Scene_2062/Unit.txt	Public/Scenes/Scene_2062/SceneLogic.txt	Public/Scenes/Scene_2062/Story.dsl	TLPM_YingDi_01_3	Public/Scenes/MapData_1024/Scene.tmx	Public/Scenes/MapData_1024/Scene.map	16		河水可以洗净积血，尘土可以掩埋尸体，什么可以净化灵魂？	2062	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20621|20622|20623	180	18	12	55236	UI/AtlasPrefab/guankatu01	1		1	1	
#2063	6-3 霉雾森林	[fcfb00]第6章[-] 征战四方	1	1	6	2	Public/Scenes/Scene_2063/Unit.txt	Public/Scenes/Scene_2063/SceneLogic.txt	Public/Scenes/Scene_2063/Story.dsl	DuWuSenLin_01	Public/Scenes/MapData_1025/Scene.tmx	Public/Scenes/MapData_1025/Scene.map	16		在这里，呼吸都是一种痛，它爬满我身上每一个角落……	2063	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20631|20632|20633	180	18	12	56934	UI/AtlasPrefab/guankatu01	1		1	1	
#2064	6-4 迷路者荒漠	[fcfb00]第6章[-] 征战四方	1	1	6	3	Public/Scenes/Scene_2064/Unit.txt	Public/Scenes/Scene_2064/SceneLogic.txt	Public/Scenes/Scene_2064/Story.dsl	ShaMo_01	Public/Scenes/MapData_1310/Scene.tmx	Public/Scenes/MapData_1310/Scene.map	16		脚下的路，迷失了并不可怕；心里的路，迷失了才真的可怕！	2064	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20641|20642|20643	180	18	12	58631	UI/AtlasPrefab/guankatu01	1		1	1	
#2065	6-5 多喇河	[fcfb00]第6章[-] 征战四方	1	1	6	4	Public/Scenes/Scene_2065/Unit.txt	Public/Scenes/Scene_2065/SceneLogic.txt	Public/Scenes/Scene_2065/Story.dsl	ChengWai_01	Public/Scenes/MapData_1118/Scene.tmx	Public/Scenes/MapData_1118/Scene.map	16		多喇河依旧从这里静静流过，她唱着永恒之歌，对战争中的任何一方，她都不偏不倚，无私的奉献着她能给予的一切，她是我们共同的母亲河。	2065	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20651|20652|20653	180	18	12	60338	UI/AtlasPrefab/guankatu01	1		1	1	
#2066	6-6 脆歌森林	[fcfb00]第6章[-] 征战四方	1	1	6	5	Public/Scenes/Scene_2066/Unit.txt	Public/Scenes/Scene_2066/SceneLogic.txt	Public/Scenes/Scene_2066/Story.dsl	YiZhan_07	Public/Scenes/MapData_1016/Scene.tmx	Public/Scenes/MapData_1016/Scene.map	16		鸟儿们依旧唱着歌，却变成了悲伤的哀伤的忧伤的歌，回响在山谷之间……	2066	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20661|20662|20663	180	18	12	62040	UI/AtlasPrefab/guankatu01	1		1	1	
#2067	6-7 沉默小径	[fcfb00]第6章[-] 征战四方	1	1	6	6	Public/Scenes/Scene_2067/Unit.txt	Public/Scenes/Scene_2067/SceneLogic.txt	Public/Scenes/Scene_2067/Story.dsl	YiZhan_Boss_01	Public/Scenes/MapData_1020/Scene.tmx	Public/Scenes/MapData_1020/Scene.map	16		哥布林原本是善良的生物，偶尔喜欢恶作剧，改变它们的是异教徒吗？是战争吗？还是神的惩罚呢？	2067	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20671|20672|20673	180	18	12	63739	UI/AtlasPrefab/guankatu01	1		1	1	
#2068	6-8 巨人荒漠	[fcfb00]第6章[-] 征战四方	1	1	6	7	Public/Scenes/Scene_2068/Unit.txt	Public/Scenes/Scene_2068/SceneLogic.txt	Public/Scenes/Scene_2068/Story.dsl	ShaMo_02	Public/Scenes/MapData_1311/Scene.tmx	Public/Scenes/MapData_1311/Scene.map	16		巨人族“欢迎”来客的方式，就是展示他们与生俱来的强大力量，直到客人“佩 服”到说不出话来！	2068	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20681|20682|20683	180	18	12	65436	UI/AtlasPrefab/guankatu01	1		1	1	
#2069	6-9 多米亚流域	[fcfb00]第6章[-] 征战四方	1	1	6	8	Public/Scenes/Scene_2069/Unit.txt	Public/Scenes/Scene_2069/SceneLogic.txt	Public/Scenes/Scene_2069/Story.dsl	PuBu_01	Public/Scenes/MapData_1026/Scene.tmx	Public/Scenes/MapData_1026/Scene.map	16		无尽的战争消耗了我们太多的力量，只有回忆中亲人们的一颦一笑，可以为我们补充些许正能量！	2069	Sound/Scene/amb_01		Sound/Scene/MainForce_master3	0.7	20691|20692|20693	180	18	12	69547	UI/AtlasPrefab/guankatu01	1		1	1	
#PVP关卡																															
3001	战神赛		3	0	-1	-1	Public/Scenes/Scene_3001/Unit.txt	Public/Scenes/Scene_3001/SceneLogic.txt	Public/Scenes/Scene_3001/Story.dsl	PVP_01	Public/Scenes/MapData_2000/Scene.tmx	Public/Scenes/MapData_2000/Scene.map	16			1010	Sound/Scene/amb_01		Sound/Scene/Music_PVP	0.7				0	268	UI/AtlasPrefab/guankatu01	1		1	1	
#PVAP																															
3002	名人战		1	5	-1	-1	Public/Scenes/Scene_3002/Unit.txt	Public/Scenes/Scene_3002/SceneLogic.txt	Public/Scenes/Scene_3002/Story.dsl	PVP_01	Public/Scenes/MapData_2000/Scene.tmx	Public/Scenes/MapData_2000/Scene.map	16			1010	Sound/Scene/amb_01		Sound/Scene/Music_PVP	0.7				0	268	UI/AtlasPrefab/guankatu01	1		1	1	
#挑战关卡																															
3003	邀请挑战		3	0	-1	-1	Public/Scenes/Scene_3001/Unit.txt	Public/Scenes/Scene_3001/SceneLogic.txt	Public/Scenes/Scene_3001/Story.dsl	PVP_01	Public/Scenes/MapData_2000/Scene.tmx	Public/Scenes/MapData_2000/Scene.map	16			1010	Sound/Scene/amb_01		Sound/Scene/Music_PVP	0.7				0	268	UI/AtlasPrefab/guankatu01	1		1	1	
#日常副本_千层塔																															
4001	人鱼宝藏		1	2	-1	-1	Public/Scenes/Scene_4001/Unit.txt	Public/Scenes/Scene_4001/SceneLogic.txt	Public/Scenes/Scene_4001/Story.dsl	PVE_01	Public/Scenes/MapData_3000/Scene.tmx	Public/Scenes/MapData_3000/Scene.map	16				Sound/Scene/amb_01		Sound/Scene/Invincible_master2	0.7									0	1.2	
#日常副本_多人试炼																															
4011	英雄试炼		2	3	-1	-1	Public/Scenes/Scene_4011/Unit.txt	Public/Scenes/Scene_4011/SceneLogic.txt	Public/Scenes/Scene_4011/Story.dsl	DouShouChang_01	Public/Scenes/MapData_3010/Scene.tmx	Public/Scenes/MapData_3010/Scene.map	16			4011	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7				0	1000	UI/AtlasPrefab/guankatu01	1				
#日常副本_刷金																															
4021	金矿洞		2	4	-1	-1	Public/Scenes/Scene_4021/Unit.txt	Public/Scenes/Scene_4021/SceneLogic.txt	Public/Scenes/Scene_4021/Story.dsl	KuangDong_03	Public/Scenes/MapData_1212/Scene.tmx	Public/Scenes/MapData_1212/Scene.map	16			30001	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	1010|1010|1010			0	1000	UI/AtlasPrefab/guankatu01	1				
#日常副本_生存																															
4031	鱼松平台		2	6	-1	-1	Public/Scenes/Scene_4031/Unit.txt	Public/Scenes/Scene_4031/SceneLogic.txt	Public/Scenes/Scene_4031/Story.dsl	YuSong_01	Public/Scenes/MapData_3020/Scene.tmx	Public/Scenes/MapData_3020/Scene.map	16				Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7				0	1000	UI/AtlasPrefab/guankatu01	1				
#双人副本																															
5011	PVE副本	[fcfb00]PVE副本	2	6	-1	-1	Public/Scenes/Scene_5011/Unit.txt	Public/Scenes/Scene_5011/SceneLogic.txt	Public/Scenes/Scene_5011/Story.dsl	ChengWai_01	Public/Scenes/MapData_1118/Scene.tmx	Public/Scenes/MapData_1118/Scene.map	16		PVE测试副本	2011	Sound/Scene/amb_01		Sound/Scene/Open_Hostilities_master3	0.7	20111|20112|20113	180	30	8	3374	UI/AtlasPrefab/guankatu01	1		1	1	1010
